# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=1
# stan_version_patch=0
# init=random
# seed=385583929
# chain_id=2
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=./diagnostic_file.dat_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,alpha,beta,p_alpha,p_beta,g_alpha,g_beta
-85.7171,0.075045,0.376483,0,0,-5.00271,-3.25929,1.03157,-0.249735,-6.06145,-4.94685
-85.7965,0.986948,0.100496,2,0,-4.81338,-2.40728,0.326108,-1.48401,8.72978,4.1126
-87.11,0.789297,0.14332,1,0,-5.28162,-3.12283,-1.37904,-1.61518,-9.48063,-6.50278
-87.11,1.77027e-218,2.27629,0,1,-5.28162,-3.12283,-0.0494171,2.54586,-9.48063,-6.50278
-87.11,0,5.31528,-1,1,-5.28162,-3.12283,-1.46576,-0.498827,-9.48063,-6.50278
-86.0951,1,0.524083,0,0,-5.18442,-3.09187,-4.74393,-1.7162,-7.59812,-5.30946
-84.4633,0.972996,0.545834,0,0,-4.98655,-2.86604,5.69558,2.60934,-1.15444,-1.22405
-86.1359,0.65995,0.683454,0,0,-5.24834,-3.00466,-2.99074,0.624777,-7.88546,-5.09245
-86,0.865734,0.386494,1,0,-5.23285,-3.00147,6.06378,4.08649,-7.5899,-4.92245
-86.5368,0.946895,0.423444,0,0,-5.28743,-3.01917,0.0788335,-0.950191,-8.66365,-5.57371
-84.8425,1,0.626133,1,0,-4.96683,-2.40513,4.20393,2.72658,3.92326,2.76527
-84.8425,0.799372,1.13389,0,0,-4.96683,-2.40513,-0.0137865,2.92448,3.92326,2.76527
-84.4315,1,1.11535,0,0,-4.92555,-2.75014,0.39845,1.92096,1.6996,0.394251
-84.4315,2.27382e-14,2.09058,0,0,-4.92555,-2.75014,-3.51091,3.93597,1.6996,0.394251
-84.7577,0.994361,0.167495,3,0,-5.23301,-2.38678,-1.98661,-2.16396,-2.73068,1.04049
-84.4978,0.997318,0.313505,1,0,-5.09934,-2.45048,-3.39373,0.953234,-0.0146529,1.3001
-84.4801,0.992819,0.593123,2,0,-5.14109,-2.60123,-2.36476,1.10609,-2.20999,-0.443862
-84.4801,0.349168,1.10395,0,0,-5.14109,-2.60123,3.24665,1.63633,-2.20999,-0.443862
-85.1916,0.981906,0.278349,2,0,-4.75909,-2.71769,4.9336,-1.50246,7.00695,2.64313
-84.9454,1,0.502248,0,0,-4.80229,-2.70516,-2.73262,-0.410047,5.79851,2.17905
-85.1563,0.979404,0.951604,1,0,-5.09979,-2.19727,1.17445,0.148174,1.63869,4.00815
-85.1563,0.0576763,1.67984,0,1,-5.09979,-2.19727,-0.523503,1.13472,1.63869,4.00815
-84.7654,0.995948,0.184168,2,0,-5.09854,-2.31524,1.15299,2.90097,0.958899,2.67491
-85.2672,0.948895,0.343659,1,0,-4.97017,-2.27418,0.615017,2.07885,4.82406,3.97068
-86.1681,0.9231,0.552754,1,0,-4.89865,-3.46668,5.16549,-0.164821,-6.61689,-5.75195
-85.6258,1,0.818284,1,0,-4.97046,-3.27946,4.33506,0.0179153,-5.67588,-4.75884
-84.44,1,1.50541,0,0,-4.91012,-2.82177,-0.372822,1.66211,1.28578,0.0130827
-84.44,2.22445e-20,2.74177,0,0,-4.91012,-2.82177,4.88202,0.0491154,1.28578,0.0130827
-84.8488,0.996993,0.283927,3,0,-4.69622,-3.23582,1.96424,0.275314,1.22581,-0.530046
-84.9442,0.999854,0.51498,0,0,-4.65037,-3.30903,0.996032,-0.649647,1.26347,-0.513267
-85.0205,0.510268,0.932288,2,0,-4.66288,-3.38871,-2.80102,3.88399,-0.362565,-1.54845
-86.9221,0.906209,0.427406,2,0,-4.18382,-3.57313,-4.61195,3.14683,10.3208,5.89381
-85.1786,0.998468,0.592537,1,0,-4.82674,-3.32902,-1.49067,4.63211,-3.32628,-3.38724
-85.7495,0.778972,1.05189,0,0,-4.67029,-2.77062,-2.65254,1.06156,9.2408,3.53237
-84.5673,0.610496,1.01906,0,0,-4.98771,-2.49617,-5.92465,0.56442,2.55391,1.79906
-85.0189,0.880032,0.62741,0,0,-5.29765,-2.34328,6.11853,-0.976266,-3.86937,1.15967
-85.0189,0.570353,0.799965,1,0,-5.29765,-2.34328,-7.09624,-2.45456,-3.86937,1.15967
-84.6204,0.990984,0.447105,0,0,-5.19254,-2.42904,-3.95728,1.2446,-2.09296,0.848659
-84.3701,1,0.762189,1,0,-5.02104,-2.63646,-1.95981,1.08845,0.376008,0.314668
-84.3701,9.28042e-05,1.31901,0,0,-5.02104,-2.63646,-8.00359,0.742167,0.376008,0.314668
-84.7713,0.990006,0.170086,3,0,-4.74684,-2.99124,-2.24562,-3.06906,3.5691,0.844868
-84.5588,0.998776,0.287719,3,0,-4.85666,-2.80594,-3.30847,1.03057,2.93971,0.781309
-84.7114,0.977796,0.493682,1,0,-4.88439,-2.61407,1.91035,-1.67412,4.36185,1.87654
-85.3136,0.867547,0.796698,1,0,-4.5164,-3.61109,-3.73205,-0.371014,-0.464309,-1.61869
-84.9548,0.562804,0.967767,1,0,-5.07647,-2.26301,-3.63338,3.71196,1.87623,3.38469
-84.696,0.996892,0.548367,1,0,-4.98331,-2.43982,1.65472,-2.41007,3.16233,2.32307
-84.696,0.566654,0.917079,0,0,-4.98331,-2.43982,-4.93375,-0.273867,3.16233,2.32307
-84.696,0.71267,0.528981,0,0,-4.98331,-2.43982,-9.37153,-1.04227,3.16233,2.32307
-84.3845,0.999717,0.439038,1,0,-4.9721,-2.70279,-0.673332,-2.07502,0.977551,0.262395
-84.3845,0.619182,0.732167,1,0,-4.9721,-2.70279,-6.47182,-1.84514,0.977551,0.262395
-84.914,0.988758,0.485337,2,0,-4.67765,-3.30307,-2.37136,0.479197,0.64137,-0.897269
-87.6497,0.761573,0.782207,1,0,-5.64913,-2.17304,-2.63909,-2.04888,-9.38579,2.03035
-86.9075,1,0.730501,2,0,-5.58462,-2.32064,4.57631,-1.14215,-8.94062,0.0847394
-86.162,0.555421,1.19765,0,0,-5.35921,-2.82048,7.71756,0.256919,-8.22276,-4.26175
-85.7778,1,0.688767,0,0,-5.37755,-2.67415,-2.1784,-2.181,-7.47304,-2.94056
-85.7778,0.629844,1.12212,0,0,-5.37755,-2.67415,0.792211,1.42377,-7.47304,-2.94056
-84.6205,1,0.77213,0,0,-5.2041,-2.4791,4.37586,1.29132,-2.69816,0.253664
-84.6205,0.0604855,1.24891,0,0,-5.2041,-2.4791,-7.61336,-0.605505,-2.69816,0.253664
-85.646,0.906623,0.235295,1,0,-5.35577,-2.68359,8.72533,4.44016,-7.15957,-2.8842
-84.5086,0.983227,0.308323,1,0,-5.08436,-2.44486,7.08482,2.0386,0.406399,1.46778
-85.0619,0.976434,0.478483,1,0,-5.21149,-2.2191,-1.65326,-0.1329,-1.2853,3.1406
-86.349,0.880614,0.727333,1,0,-5.5179,-2.38303,-2.30361,1.32376,-8.15584,-0.451275
-85.0764,1,0.888594,1,0,-4.88934,-2.45462,-4.20372,2.46225,5.81659,3.03248
-87.3779,0.187304,1.41039,0,0,-5.4767,-2.8473,1.03006,2.25748,-10.2262,-5.37239
-86.9656,1,0.372435,1,0,-5.4776,-2.76209,1.76438,2.09865,-9.66914,-4.51344
-84.5727,1,0.590826,1,0,-5.15865,-2.42023,-6.82609,-2.27355,-1.24283,1.17143
-84.9181,0.740996,0.932186,1,0,-4.86013,-3.21144,-0.458059,2.34461,-2.4677,-2.69535
-85.1942,0.983863,0.835656,2,0,-4.56979,-3.52179,0.366042,1.19178,-0.24418,-1.47835
-84.5369,0.758595,1.2642,0,0,-4.87693,-2.76058,5.45067,-2.75753,2.91808,0.876138
-84.4494,0.817368,1.17597,1,0,-5.05745,-2.76709,-3.79134,2.24079,-1.78974,-1.14066
-84.4494,0.042949,1.2404,0,0,-5.05745,-2.76709,1.58012,3.67298,-1.78974,-1.14066
-84.7355,0.993573,0.254275,2,0,-4.74348,-3.08673,5.72107,-2.1451,2.24588,0.101127
-84.874,0.997574,0.391455,1,0,-4.68333,-3.14927,-1.70152,0.972924,2.95894,0.482441
-84.996,0.918684,0.604829,0,0,-4.85372,-3.2451,-3.34176,0.0148971,-2.77735,-2.93073
-85.2702,0.991334,0.789308,1,0,-4.48358,-3.53822,-6.2817,1.99264,1.72032,-0.125565
-85.2702,0.252762,1.19372,0,0,-4.48358,-3.53822,-1.91929,-0.626263,1.72032,-0.125565
-85.0669,0.919185,0.392895,2,0,-4.66311,-3.04764,-6.54905,0.570098,5.18799,1.67977
-84.6888,0.962712,0.512141,1,0,-4.81702,-2.81304,-5.27953,0.185911,3.9888,1.22947
-84.4185,0.961948,0.727451,1,0,-4.99315,-2.8177,3.5122,0.431988,-0.781721,-0.895574
-84.4185,0.19429,1.02793,0,0,-4.99315,-2.8177,-1.86286,-2.93154,-0.781721,-0.895574
-84.5772,0.989456,0.307653,2,0,-4.85594,-3.02691,-2.84223,-0.8718,0.111078,-0.975435
-84.6091,0.998138,0.459721,2,0,-5.13124,-2.38091,-1.51553,0.490058,-0.308355,1.7652
-85.8591,0.759079,0.696147,1,0,-5.18157,-3.0497,-4.62279,-0.644822,-7.13886,-4.88906
-85.8591,0.565293,0.652764,0,0,-5.18157,-3.0497,1.71076,4.56764,-7.13886,-4.88906
-85.6352,0.997228,0.417425,2,0,-4.7212,-2.67072,-3.12879,-1.62107,8.87875,3.43662
-86.3984,0.921903,0.627337,1,0,-5.22996,-3.08125,2.54723,-0.69245,-8.27444,-5.6422
-84.7287,1,0.810248,0,0,-5.04027,-2.94489,4.79449,1.93427,-3.25728,-2.49002
-84.3856,1,1.21562,0,0,-4.96992,-2.70686,0.256026,0.923216,0.991945,0.252683
-84.3856,3.75355e-09,1.81681,0,0,-4.96992,-2.70686,0.715431,3.47208,0.991945,0.252683
-84.5598,0.979711,0.391857,1,0,-4.85014,-3.00389,4.4263,-4.03063,0.566024,-0.703476
-84.7085,0.805903,0.564016,1,0,-4.8111,-3.14273,5.36005,2.33601,-0.346403,-1.37987
-84.7085,0.659058,0.580065,1,0,-4.8111,-3.14273,-9.30941,-1.22984,-0.346403,-1.37987
-85.2042,0.908526,0.450795,2,0,-5.05405,-3.07759,-6.87167,1.65727,-5.00235,-3.82725
-84.6893,0.886943,0.563626,0,0,-4.87779,-2.64203,3.44341,3.75872,4.25214,1.74268
-85.4369,0.919442,0.675165,1,0,-5.24452,-2.12948,5.14978,0.944573,-1.63505,4.18147
-84.7143,1,0.858336,0,0,-5.11934,-2.33018,2.02417,-2.30699,0.327365,2.37932
-85.2714,0.655333,1.26615,0,0,-5.33383,-2.58393,1.32974,-0.0157214,-6.07217,-1.71611
-85.4737,1,0.978914,0,0,-5.35096,-2.21371,-1.85795,-0.834348,-4.32664,2.54464
-85.4737,1.87194e-11,1.43825,0,0,-5.35096,-2.21371,7.49815,5.55462,-4.32664,2.54464
-84.7392,0.970171,0.331603,1,0,-5.09654,-2.86973,5.87428,-2.84572,-3.69135,-2.41985
-84.4575,1,0.461724,1,0,-5.1127,-2.66431,1.12138,1.91991,-2.10098,-0.769828
-85.6545,0.837618,0.677122,1,0,-4.57496,-3.04506,3.80147,0.200349,8.04588,3.18508
-87.8658,0.738991,0.73587,1,0,-4.2117,-3.38492,-2.02242,-0.827822,13.9881,7.66465
-87.3677,0.969871,0.667937,1,0,-5.03176,-3.48821,-4.46409,3.65072,-9.18532,-7.54631
-85.751,1,0.921629,0,0,-4.98223,-3.29096,3.58218,3.48666,-6.04244,-5.01213
-85.751,2.27885e-11,1.33913,0,0,-4.98223,-3.29096,3.70773,1.86576,-6.04244,-5.01213
-85.7816,0.998291,0.321857,0,0,-4.97384,-3.30713,1.36471,0.539616,-6.07465,-5.0698
-85.5995,0.995189,0.466748,2,0,-5.16544,-3.0177,-2.13064,1.65934,-6.53379,-4.4362
-84.7391,0.857,0.671122,1,0,-4.75017,-3.02163,8.16854,-0.21667,3.02658,0.549747
-85.9194,0.654416,0.752886,0,0,-4.74248,-2.5402,3.52328,-2.02172,9.76207,3.97077
-84.3885,0.996374,0.589763,0,0,-4.97442,-2.78164,-5.85973,-2.13435,0.0758427,-0.396719
-84.3936,0.994241,0.845296,1,0,-5.00968,-2.77102,0.328336,-0.359049,-0.687903,-0.686104
-84.3936,0.066457,1.20364,0,0,-5.00968,-2.77102,-4.11276,-0.502441,-0.687903,-0.686104
-84.6738,0.998486,0.337653,2,0,-5.16834,-2.35862,-0.488754,0.598648,-1.06335,1.75625
-84.6376,0.964441,0.4847,1,0,-5.07027,-2.864,-3.55395,0.632629,-3.06211,-2.10327
-85.2296,0.901906,0.65407,1,0,-4.50647,-3.5193,7.1371,-1.46035,1.4513,-0.321581
-85.1957,1,0.790396,0,0,-4.52437,-3.49501,-0.894703,0.311577,1.41314,-0.36073
-84.8482,0.982564,1.12928,0,0,-4.7466,-3.25574,-2.70498,2.01305,-0.382358,-1.50156
-84.4322,0.340581,1.56177,0,0,-5.02812,-2.79338,-1.60882,2.45946,-1.36608,-1.06467
-84.6246,0.878402,0.719023,1,0,-5.20498,-2.53434,1.2033,2.11001,-3.1144,-0.305811
-84.6246,0.388698,0.832061,0,0,-5.20498,-2.53434,5.23089,2.34738,-3.1144,-0.305811
-84.6231,0.990366,0.418908,1,0,-5.14412,-2.73017,2.60216,-0.64874,-3.38981,-1.63753
-85.1865,0.937526,0.586293,0,0,-5.33556,-2.33719,-3.49376,3.38484,-4.61531,1.02765
-86.7756,0.584108,0.748832,0,0,-4.84665,-2.15091,-6.0718,0.906564,9.66619,6.07498
-87.4276,0.895321,0.527381,0,0,-4.87157,-2.01849,3.22837,0.586796,9.58288,7.46183
-85.3585,1,0.626758,1,0,-5.37146,-2.46935,-4.99177,-3.84159,-6.05203,-0.718139
-85.3585,0.0519653,0.885842,0,0,-5.37146,-2.46935,-1.40141,-5.2247,-6.05203,-0.718139
-84.9594,0.983364,0.258384,2,0,-5.2843,-2.35143,5.47641,2.36267,-3.63352,1.13834
-85.683,0.918783,0.355471,0,0,-5.27438,-2.08662,-0.795193,-3.26504,-2.14338,4.67962
-84.4097,0.995264,0.438616,1,0,-5.08778,-2.54548,-3.47946,3.56887,-0.483486,0.507451
-85.4902,0.878681,0.612879,2,0,-5.38063,-2.27392,-3.33471,-0.697373,-5.19346,1.60292
-85.0079,0.978127,0.705758,1,0,-5.308,-2.4428,-4.89319,0.748061,-4.6618,-0.0410264
-85.0079,0.0224698,0.955195,0,0,-5.308,-2.4428,-7.65473,-3.24341,-4.6618,-0.0410264
-85.856,0.950256,0.272034,1,0,-5.17779,-3.05457,-5.17281,2.47481,-7.11852,-4.89765
-85.9394,0.98669,0.352267,1,0,-5.3341,-2.8152,0.423789,-3.52517,-7.76079,-4.01805
-85.6844,0.998965,0.483028,2,0,-5.31309,-2.78952,2.38361,1.16345,-7.19676,-3.6069
-86.1823,0.832284,0.674164,0,0,-5.26339,-2.9903,3.79528,0.0785374,-8.0131,-5.09182
-85.0688,1,0.718167,1,0,-4.86103,-2.51474,-3.84281,-1.98827,6.11283,2.85175
-85.2748,0.926746,1.00052,0,0,-5.1369,-2.15753,4.53005,0.191593,0.874328,4.30769
-85.2748,0.0329151,1.2373,0,0,-5.1369,-2.15753,6.23528,0.294033,0.874328,4.30769
-84.431,1,0.368087,2,0,-5.04907,-2.76297,-0.612484,3.16857,-1.55212,-1.02201
-85.3753,0.976497,0.512223,2,0,-4.4577,-3.47147,-2.93787,1.51542,3.72314,1.17082
-85.261,1,0.685332,0,0,-4.48819,-3.52822,-1.27081,-0.424359,1.78137,-0.0904579
-85.261,0.019576,0.949834,0,0,-4.48819,-3.52822,-4.18044,-2.33558,1.78137,-0.0904579
-84.6758,0.999981,0.281084,2,0,-4.81597,-3.11666,3.73456,-2.3197,-0.102079,-1.21313
-84.7039,0.997843,0.389814,2,0,-4.78799,-3.13959,-0.580086,-0.725829,0.283676,-1.02155
-84.6571,0.997948,0.537707,2,0,-5.1776,-2.37582,-1.96784,0.362363,-1.39394,1.51105
-84.5162,0.956307,0.74036,2,0,-5.07626,-2.78759,1.23553,-2.02594,-2.42599,-1.50292
-85.3736,0.600142,0.953656,0,0,-5.11935,-3.03137,2.09461,0.549203,-5.79953,-4.10008
-85.062,1,0.706404,1,0,-4.89552,-3.22458,-5.91595,0.342314,-3.43383,-3.28935
-85.062,0.376296,0.972053,0,0,-4.89552,-3.22458,-2.47035,-1.04195,-3.43383,-3.28935
-84.7347,1,0.510939,1,0,-4.75637,-3.15381,2.55155,1.34153,0.895763,-0.68689
-84.8029,0.884636,0.702388,1,0,-4.71158,-3.13615,2.60638,0.797125,2.37374,0.154295
-84.8442,0.803912,0.807723,3,0,-5.25092,-2.59242,-6.66227,3.83443,-4.51207,-1.21743
-84.4596,0.967139,0.820477,2,0,-4.90872,-2.89254,1.81697,-2.98845,0.473168,-0.534295
-84.4596,0.68521,1.06836,0,0,-4.90872,-2.89254,4.24648,-1.17967,0.473168,-0.534295
-84.9386,0.794542,0.905461,1,0,-5.1825,-2.80363,-2.29195,1.73748,-4.85078,-2.64498
-84.7007,0.900304,0.906317,1,0,-4.77632,-2.95261,-5.16663,1.23298,3.27817,0.725942
-84.9275,0.81566,1.06412,1,0,-5.19288,-2.25728,0.71804,0.406262,-1.04639,2.76801
-84.8234,0.943118,1.09896,0,0,-5.23677,-2.62465,1.86072,-1.05472,-4.46515,-1.42618
-85.0964,1,1.37387,0,0,-5.32186,-2.36871,-2.17854,-0.526858,-4.50959,0.724397
-85.0964,4.95737e-59,1.86778,0,0,-5.32186,-2.36871,7.80048,-0.133045,-4.50959,0.724397
-84.6743,0.958589,0.570007,0,0,-5.11655,-2.34797,-5.26624,0.429297,0.281069,2.20853
-85.179,0.748082,0.729114,1,0,-4.71556,-2.84109,5.27555,1.42254,6.71214,2.41603
-85.8918,0.921732,0.681456,1,0,-5.02983,-3.25991,-0.181826,-1.32334,-6.58172,-5.2662
-87.3062,0.523533,0.82384,0,0,-5.14704,-3.33537,1.76088,2.48507,-9.40124,-7.25572
-86.4517,1,0.552766,1,0,-5.11259,-3.25228,3.13031,2.51226,-7.97892,-6.09865
-84.6234,0.949397,0.749478,0,0,-4.85514,-3.06743,-5.25198,-1.84903,-0.409665,-1.31472
-84.6234,0.0271279,0.941873,0,0,-4.85514,-3.06743,-5.0291,-2.75161,-0.409665,-1.31472
-84.6144,0.992426,0.306379,2,0,-4.88467,-2.67179,1.80773,-1.99063,3.7205,1.44706
-85.2085,0.918018,0.410452,2,0,-5.31907,-2.59849,-4.95974,-1.88389,-5.89399,-1.76506
-86.3164,0.823609,0.492629,1,0,-5.51466,-2.36241,-5.31396,-2.9046,-8.0077,-0.171174
-85.5057,1,0.514984,1,0,-5.30613,-2.14936,5.4887,-0.368085,-3.10421,3.63588
-85.619,0.976269,0.694919,2,0,-4.29269,-3.76373,-3.94358,0.957232,2.5225,0.654446
-85.619,0.109162,0.904678,0,0,-4.29269,-3.76373,-4.73934,-1.12598,2.5225,0.654446
-85.2172,0.99176,0.337074,3,0,-5.30055,-2.23854,-1.21311,2.41375,-3.38752,2.44683
-85.4535,0.946347,0.448906,3,0,-5.32411,-2.18291,-2.26603,3.06527,-3.63331,3.08716
-84.8173,0.879121,0.559315,1,0,-4.74465,-3.23355,-7.23557,1.74747,0.0014424,-1.25742
-85.0792,0.934442,0.632274,1,0,-4.70126,-3.40068,2.28138,0.783348,-1.49312,-2.28422
-85.553,0.992238,0.772941,2,0,-4.35118,-3.64497,-0.348226,0.919832,3.32821,1.1058
-87.2056,0.164084,1.02483,0,0,-4.59882,-3.95647,0.381958,2.04433,-7.74488,-7.25163
-85.5962,0.96275,0.418846,0,0,-4.45333,-3.77912,5.55679,2.88506,-1.91405,-2.65751
-85.2124,0.579886,0.532675,3,0,-4.84682,-2.49722,-11.4535,2.49511,6.7401,3.12425
-84.84,0.860089,0.394019,2,0,-4.94667,-3.09715,-7.27833,-4.72202,-2.95034,-2.75411
-85.4868,0.994353,0.433154,2,0,-4.37089,-3.73913,-0.475192,2.53982,0.892967,-0.578814
-85.4868,0.540917,0.574775,0,0,-4.37089,-3.73913,-4.86241,-2.69926,0.892967,-0.578814
-84.6199,0.976666,0.403351,2,0,-4.83935,-3.06724,-6.44085,1.96019,-0.0105846,-1.09985
-84.6862,0.981962,0.521496,1,0,-5.19952,-2.38102,1.83253,-2.6375,-1.93782,1.31405
-84.8137,0.896673,0.678383,0,0,-4.95975,-2.42614,3.90483,-1.26143,3.95393,2.64077
-84.6716,1,0.782692,1,0,-5.02236,-2.4039,-2.11221,-0.756421,2.36319,2.33212
-84.7574,0.96874,1.04159,1,0,-4.88929,-2.57975,0.405995,-0.653561,4.57989,2.07936
-84.8991,0.995965,1.32556,0,0,-5.02613,-2.31702,-3.45551,-0.995356,2.90178,3.14639
-84.3799,1,1.74957,0,0,-5.06887,-2.61709,0.197,-0.975396,-0.639689,0.0368138
-84.3799,5.4296e-40,2.319,0,0,-5.06887,-2.61709,5.11372,0.524227,-0.639689,0.0368138
-84.894,0.77634,0.776005,1,0,-4.77514,-3.2682,-6.04198,-0.628084,-1.26869,-2.04741
-85.5611,0.970054,0.757207,2,0,-4.33786,-3.67856,-2.39649,1.84029,3.01647,0.921456
-87.044,0.295183,0.963285,1,0,-3.91588,-4.62325,4.78001,-0.369112,-5.53036,-5.7024
-86.2422,0.934476,0.48705,1,0,-3.90319,-4.19692,4.7155,1.68561,3.81372,2.21965
-86.2422,0.5457,0.59021,0,0,-3.90319,-4.19692,-3.7185,-1.68202,3.81372,2.21965
-86.0536,0.965256,0.42126,1,0,-4.05137,-4.24302,-4.97382,-0.193349,-1.17429,-1.93904
-87.2696,0.807284,0.53193,2,0,-3.08907,-5.00629,3.7601,-4.11003,6.23868,5.43045
-88.1505,0.620847,0.54183,0,0,-3.07587,-4.89771,-2.34397,-1.30337,9.98627,8.87876
-87.3598,1,0.429066,0,0,-3.12452,-4.94961,3.14607,1.93539,6.82052,5.92073
-87.1719,1,0.566783,0,0,-3.095,-5.0183,-1.26503,-1.8298,5.71414,4.9377
-87.1719,0,8.15347,-1,1,-3.095,-5.0183,4.47237,0.499625,5.71414,4.9377
-87.1719,2.40906e-25,1.37795,0,1,-3.095,-5.0183,-3.97903,2.1057,5.71414,4.9377
-86.7925,0.996251,0.13591,2,0,-3.0573,-5.17323,0.92211,2.21777,2.53591,1.98525
-86.1668,0.998081,0.181868,4,0,-3.96423,-4.35509,-3.36467,1.22912,-1.38141,-2.07075
-86.8598,0.918269,0.282659,2,0,-4.07983,-4.43129,-0.11891,-1.07641,-5.40886,-5.55879
-86.2012,0.999936,0.374454,1,0,-4.01035,-4.02912,-0.251119,-1.99908,4.72975,2.7313
-86.2012,0.000884974,0.666961,0,0,-4.01035,-4.02912,-3.29602,-2.97265,4.72975,2.7313
-86.117,0.997554,0.0530215,3,0,-4.14371,-4.2003,2.80288,1.7091,-2.51359,-3.07769
-89.3397,0.957135,0.0967335,2,0,-4.20938,-4.61163,-0.563531,2.10236,-10.5232,-10.1717
-86.254,0.991109,0.158098,2,0,-4.23773,-3.61065,1.40314,5.72837,7.57478,4.06723
-85.5612,0.913954,0.290304,0,0,-4.39387,-3.80023,3.53323,2.0499,-0.861164,-1.86091
-85.7005,0.932196,0.419362,1,0,-4.30028,-3.91968,-1.7411,-0.74482,-0.818529,-1.78545
-86.5008,0.527113,0.642081,0,0,-4.10181,-3.79344,0.352668,0.762722,7.6473,4.55159
-86.1262,1,0.277494,1,0,-4.16308,-3.7829,2.32525,0.314579,5.93574,3.23992
-85.4503,0.987083,0.525578,1,0,-4.69047,-3.53596,-1.99477,2.50907,-3.33072,-3.60119
-85.375,1,0.950142,0,0,-4.69019,-3.51459,-1.42592,-1.67475,-2.99732,-3.3571
-85.375,7.69378e-31,1.77341,0,1,-4.69019,-3.51459,-1.714,0.511696,-2.99732,-3.3571
-85.0244,0.985285,0.158429,1,0,-4.60994,-3.28482,1.52801,2.66428,2.78099,0.413345
-85.573,0.923839,0.284579,1,0,-4.98886,-3.24614,3.35004,-1.32006,-5.63777,-4.65699
-85.1766,1,0.421922,0,0,-4.92042,-3.23073,-1.95781,-0.903588,-4.05013,-3.66842
-85.6177,0.895408,0.778864,0,0,-4.71924,-3.55113,-3.38627,-0.175798,-4.1838,-4.20409
-84.7844,0.142858,1.04765,1,0,-5.11262,-2.86308,-0.475934,3.65373,-3.96722,-2.52097
-84.5344,0.998658,0.157377,3,0,-5.08754,-2.42718,-1.46872,-1.70683,0.45901,1.61373
-84.4585,1,0.287643,2,0,-5.08863,-2.48362,-0.0749948,-0.722186,-0.00225515,1.06886
-85.2533,0.756556,0.522489,1,0,-5.19064,-2.89162,0.189984,-1.85438,-5.81089,-3.52088
-85.7871,0.799942,0.471471,0,0,-5.28308,-2.06893,0.798075,-5.04095,-2.27203,4.91298
-86.1814,0.96783,0.481455,0,0,-5.41956,-2.09649,0.669142,1.16429,-5.22972,3.99181
-85.1626,1,0.784504,0,0,-5.2467,-2.20567,-2.29752,1.72503,-2.03631,3.1373
-85.1626,1.95327e-08,1.38572,0,0,-5.2467,-2.20567,1.21172,1.96221,-2.03631,3.1373
-84.7304,0.987719,0.156777,2,0,-4.85805,-2.66805,-0.575314,-3.34857,4.54455,1.77561
-86.3173,0.920972,0.268892,2,0,-5.19792,-3.11318,1.83224,1.35126,-8.03638,-5.63959
-86.0012,1,0.381893,1,0,-4.85136,-2.28656,-0.369753,-1.67077,8.50836,4.74721
-85.713,1,0.666073,0,0,-4.84094,-2.37112,-2.60407,-1.82747,8.13853,4.13299
-85.713,0.00540294,1.15134,0,0,-4.84094,-2.37112,-0.376832,1.29503,8.13853,4.13299
-84.7832,1,0.144324,2,0,-5.06049,-2.93897,2.18201,2.37099,-3.6327,-2.6555
-85.3725,0.995609,0.250299,2,0,-5.19659,-2.13249,0.115606,-2.03054,-0.506022,4.35369
-84.8063,0.702369,0.425488,0,0,-5.14449,-2.81936,-1.72976,5.21626,-4.21591,-2.43857
-84.6278,0.997951,0.337775,2,0,-5.17836,-2.65175,0.0736247,1.90077,-3.45409,-1.2184
-84.4509,1,0.571573,0,0,-5.12987,-2.54935,1.01348,0.600024,-1.52745,0.127526
-85.746,0.506393,0.964489,0,0,-5.25924,-2.06762,0.0817845,0.648498,-1.72219,5.02425
-85.0289,1,0.467547,1,0,-5.29183,-2.5809,2.04591,-2.05338,-5.24698,-1.39618
-85.0289,0.242128,0.783944,0,0,-5.29183,-2.5809,-4.33706,-1.22304,-5.24698,-1.39618
-84.6495,0.992803,0.199984,2,0,-5.04321,-2.90715,4.03939,-0.327452,-2.91508,-2.19344
-85.1076,0.964357,0.328945,1,0,-5.27222,-2.68202,0.525339,-2.10947,-5.60895,-2.25301
-84.4174,0.87031,0.501193,1,0,-4.97421,-2.8304,-3.63611,-2.29689,-0.455797,-0.791608
-84.3802,0.999368,0.604433,1,0,-5.0479,-2.69546,-0.690278,0.273609,-0.859361,-0.439193
-84.3802,0.389454,0.991643,0,0,-5.0479,-2.69546,3.48905,-2.11875,-0.859361,-0.439193
-85.3448,0.922433,0.376335,1,0,-5.36062,-2.52281,0.721151,-1.38129,-6.1745,-1.24265
-86.398,0.933906,0.512519,1,0,-5.49408,-2.55524,-0.447713,-0.388535,-8.6589,-2.39331
# Adaptation terminated
# Step size = 0.46918
# Diagonal elements of inverse mass matrix:
# 0.147016, 0.281484
-84.7753,0.976957,0.46918,0,0,-5.18741,-2.31734,4.74185,1.30956,-1.26145,2.09635
