# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=1
# stan_version_patch=0
# init=random
# seed=385583929
# chain_id=2
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=./diagnostic_file.dat_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,alpha,beta,p_alpha,p_beta,g_alpha,g_beta
-87.4033,0.992059,0.148172,3,0,-0.912644,-7.12375,0.563964,-0.205472,1.39422,1.46813
-88.104,0.605953,0.221547,2,0,-0.0728394,-7.53553,-0.392474,1.35544,3.03159,4.84141
-88.1076,0.999784,0.153729,2,0,0.0342807,-7.92153,0.197745,-0.659475,-1.47696,-4.05321
-88.0332,0.993546,0.232397,1,0,-0.10621,-7.52959,0.766932,-0.182639,2.87177,4.47793
-88.0332,0.0242393,0.345667,0,0,-0.10621,-7.52959,0.821067,0.809325,2.87177,4.47793
-88.6029,0.998986,0.0773639,3,0,0.438965,-8.15727,-0.914368,0.45427,-1.46733,-5.30025
-89.0457,0.969586,0.116439,2,0,0.82515,-8.3251,0.0868692,1.09556,-1.13297,-6.00377
-88.6547,0.999639,0.164935,2,0,0.718219,-8.23222,0.5759,-0.953861,-0.878247,-4.73737
-88.0163,0.581987,0.246721,3,0,-1.15357,-7.24213,1.24624,-0.58745,-4.11546,-5.73988
-88.302,0.844285,0.165283,0,0,-0.935901,-6.90442,0.826454,1.40805,5.93534,7.68536
-87.3863,0.988,0.183184,0,0,-1.06884,-7.13753,-0.622191,-1.09751,-1.12998,-1.9106
-87.3863,0.150637,0.266403,0,0,-1.06884,-7.13753,-0.84462,-1.50725,-1.12998,-1.9106
-87.868,0.937117,0.0793904,4,0,-3.37037,-5.2824,-0.179812,2.38907,-6.8529,-7.08619
-87.6648,0.998346,0.104944,2,0,-3.36664,-4.61897,0.786922,-0.987715,9.00156,7.45344
-87.1751,1,0.155186,0,0,-3.39518,-4.65948,-0.717377,-0.693379,6.8757,5.5717
-89.4898,0.0773967,0.229398,1,0,-3.57443,-4.17611,2.58178,-0.71106,15.6966,12.1714
-89.0652,0.998097,0.060949,4,0,-4.93183,-3.80331,1.24255,-1.94349,-11.1582,-9.69412
-86.3845,0.915141,0.0898236,1,0,-4.32026,-3.42316,3.16101,2.08384,9.09363,4.6256
-84.9228,0.980719,0.11325,2,0,-4.69683,-3.31594,-2.05033,-0.0474882,-0.0567355,-1.33311
-85.1197,0.894206,0.160705,2,0,-4.73128,-2.82235,-1.12702,1.17117,6.47836,2.32036
-85.4003,0.922741,0.194149,0,0,-4.66061,-2.90641,0.365258,0.703713,7.5123,2.78907
-85.4003,0.0230468,0.246644,0,0,-4.66061,-2.90641,-0.506417,0.834782,7.5123,2.78907
-85.4003,1.62514e-65,0.600576,0,1,-4.66061,-2.90641,-0.608311,-0.0225978,7.5123,2.78907
-84.3835,0.997058,0.0599563,2,0,-4.99858,-2.63939,1.02414,-0.3681,0.927347,0.507479
-84.9675,0.985017,0.0623979,2,0,-4.86767,-3.22205,0.488877,-0.519842,-2.78146,-2.89752
-85.1339,0.996501,0.0811738,1,0,-4.82277,-3.31937,0.30889,-0.291792,-3.1041,-3.23516
-86.3979,0.645782,0.125706,0,0,-4.97763,-3.41236,0.0577849,0.126237,-7.39971,-6.16222
-84.887,1,0.0723446,1,0,-4.759,-3.27382,-0.745251,-0.588768,-0.95952,-1.86427
-86.0365,0.983556,0.127158,2,0,-4.1206,-4.18904,-0.252348,0.204078,-1.75036,-2.44253
-86.2051,0.222038,0.22001,0,0,-4.02803,-3.99712,-0.407842,-0.00836916,4.97208,2.87453
-86.5259,0.985812,0.0350523,1,0,-3.95096,-4.03155,-0.118174,-0.347444,6.50328,4.16756
-86.7045,0.997665,0.0627104,3,0,-3.71018,-4.74707,-0.721155,0.0590995,-3.564,-3.92754
-87.2361,0.894328,0.117572,1,0,-3.77878,-4.78919,0.148012,0.224887,-5.79912,-5.97626
-87.2361,0.322251,0.159696,0,0,-3.77878,-4.78919,0.886486,0.522296,-5.79912,-5.97626
-86.62,0.995756,0.0361437,4,0,-4.60991,-3.8576,-0.828077,0.585066,-6.51929,-6.19772
-85.7014,0.999398,0.068106,1,0,-4.59129,-3.69468,-0.214064,-0.97738,-3.63102,-3.9111
-87.5036,0.990937,0.12922,3,0,-1.88621,-6.57019,0.61831,-0.416922,-3.62558,-4.37004
-87.9302,0.512387,0.237327,0,0,-1.94448,-6.60221,-0.538413,-0.679074,-5.22141,-6.12396
-87.0924,0.951541,0.100319,1,0,-1.93677,-6.3755,0.380997,0.834436,-0.530644,-0.877915
-87.0924,0.264084,0.162785,0,0,-1.93677,-6.3755,0.203266,0.711075,-0.530644,-0.877915
-85.6929,0.989056,0.0332219,5,0,-4.23962,-3.85308,-1.28813,0.796795,2.11706,0.442288
-86.2078,0.978911,0.0604778,3,0,-4.09206,-4.27187,-0.0667007,-0.509904,-2.71296,-3.23336
-86.0579,1,0.105872,0,0,-4.05208,-4.24477,0.189852,0.195325,-1.22771,-1.98343
-86.0579,0.370203,0.195418,0,0,-4.05208,-4.24477,-0.0072039,-0.444145,-1.22771,-1.98343
-84.5946,0.985094,0.0572532,3,0,-4.82328,-3.02712,-0.981335,0.867944,0.952076,-0.536109
-84.5639,0.980376,0.100786,1,0,-4.87869,-3.01264,-0.157427,-0.298213,-0.275309,-1.15243
-84.5639,0.253838,0.173412,0,0,-4.87869,-3.01264,0.692455,0.346493,-0.275309,-1.15243
-84.4975,0.999623,0.0377557,3,0,-5.11845,-2.455,0.276088,-0.440112,-0.522161,1.11291
-84.6533,0.968629,0.0685332,1,0,-5.0089,-2.42643,-0.440927,-0.0706172,2.55606,2.2317
-84.4447,0.944928,0.112981,1,0,-5.00521,-2.55506,-0.414293,-0.444047,1.5495,1.14408
-84.4447,0.238192,0.173009,0,0,-5.00521,-2.55506,0.664717,0.228071,1.5495,1.14408
-84.5486,0.995996,0.0379742,2,0,-4.84348,-2.88578,0.0067161,0.702731,2.29617,0.338301
-85.3548,0.990084,0.0669347,2,0,-4.70966,-3.49108,0.190641,-0.203907,-3.07541,-3.39293
-86.358,0.73591,0.115041,0,0,-4.83277,-3.57366,0.0352482,0.0938688,-6.76406,-6.0362
-87.8685,0.917946,0.0993763,1,0,-4.86266,-3.74995,0.372657,-0.212171,-9.50137,-8.32901
-85.5187,0.932294,0.139395,1,0,-5.4019,-2.41057,1.31259,-0.636282,-6.28481,-0.209643
-85.5,0.67075,0.201945,1,0,-5.13243,-3.04279,-0.297463,0.205096,-6.16591,-4.3381
-84.684,1,0.14701,1,0,-5.11553,-2.81517,0.299892,0.702712,-3.56287,-2.12637
-84.4143,1,0.252172,0,0,-4.95716,-2.67902,-0.00313359,-0.113918,1.62194,0.607695
-84.4143,1.2816e-24,0.428953,0,0,-4.95716,-2.67902,1.09066,0.50721,1.62194,0.607695
-84.5503,0.992761,0.056569,1,0,-4.89279,-2.69961,-0.0185525,0.126591,3.17511,1.14884
-84.7776,0.983157,0.0947729,2,0,-4.76972,-3.20136,0.534149,-0.0103821,-0.152861,-1.32534
-85.6519,0.533426,0.153793,1,0,-5.37491,-2.18746,-0.958913,0.676031,-4.69736,2.80651
-84.8018,0.967275,0.0807631,1,0,-5.23606,-2.61107,-0.933067,0.516279,-4.34713,-1.28907
-86.0353,0.800093,0.125243,0,0,-5.35832,-2.79145,-0.177561,0.259558,-7.98922,-3.97167
-86.3122,0.971851,0.127977,1,0,-5.33511,-2.8977,0.599243,0.0153568,-8.42788,-4.81884
-86.3122,0.00068259,0.198746,0,0,-5.33511,-2.8977,-0.772689,-0.260491,-8.42788,-4.81884
-84.517,0.999179,0.0291809,3,0,-4.86684,-2.95146,-1.2019,-0.130499,0.819665,-0.488032
-85.465,0.940988,0.0485868,2,0,-5.22098,-2.8986,0.963641,-0.348039,-6.44627,-3.86058
-85.7831,0.92249,0.0698986,2,0,-5.42674,-2.25241,-1.08741,-1.13819,-5.97538,1.68299
-85.1718,0.942434,0.0957553,1,0,-5.22983,-2.19346,-1.0016,0.360328,-1.58755,3.3793
-84.7095,0.987594,0.273794,1,0,-4.96812,-3.02301,0.613638,-0.862483,-2.53649,-2.35289
-84.7095,0,3.85082,-1,1,-4.96812,-3.02301,-0.19951,-0.31906,-2.53649,-2.35289
-85.2856,0.668453,0.646456,0,0,-5.36189,-2.43573,1.01214,0.882314,-5.67594,-0.280699
-85.2856,0.100599,0.377117,0,0,-5.36189,-2.43573,1.71145,-0.405567,-5.67594,-0.280699
-87.6755,0.985249,0.0443048,3,0,-5.43081,-2.97913,0.627177,-1.60315,-10.5149,-6.34424
-84.5947,0.994066,0.0643295,1,0,-5.17675,-2.6264,2.34784,1.86318,-3.21163,-0.96946
-86.9426,0.954683,0.105322,2,0,-4.97565,-1.97299,0.413756,-0.126032,6.35606,7.59246
-86.575,1,0.161493,2,0,-5.14378,-1.93421,-1.53751,-0.400652,1.63184,7.55341
-85.3999,0.983244,0.294616,1,0,-4.66018,-2.90769,-1.69295,0.531383,7.50625,2.78673
-85.3999,6.85259e-06,0.51986,0,0,-4.66018,-2.90769,-0.0247507,0.5179,7.50625,2.78673
-85.1529,0.999737,0.0413244,2,0,-4.70259,-2.88855,0.946551,0.11939,6.42979,2.27507
-85.3392,0.916539,0.0780318,1,0,-5.00103,-3.17826,2.38746,1.41625,-5.0787,-4.15561
-85.1893,0.999098,0.113844,2,0,-4.88275,-3.27492,-1.22555,-0.0939753,-3.81589,-3.60823
-85.3754,0.832171,0.215532,1,0,-4.56708,-3.61372,-2.04883,-0.350501,-1.74676,-2.52742
-85.8087,0.793555,0.241622,0,0,-4.69595,-3.61786,0.15451,-0.542788,-4.68216,-4.61633
-85.8087,0.511333,0.240498,0,0,-4.69595,-3.61786,-1.70794,-0.712635,-4.68216,-4.61633
-85.9531,0.989825,0.100621,1,0,-4.38699,-3.39312,-0.839376,-0.494567,7.50494,3.52152
-86.5689,0.798162,0.184115,0,0,-4.36606,-3.29339,0.800818,-0.00581333,10.367,5.06434
-85.2606,1,0.186967,2,0,-5.16451,-2.15748,-1.8089,0.209657,0.170315,4.17071
-85.2606,0.128337,0.348522,0,0,-5.16451,-2.15748,-1.19169,-1.26329,0.170315,4.17071
-84.6532,0.999773,0.047853,2,0,-5.21609,-2.49043,0.138115,-1.12102,-3.04217,0.054371
-84.731,0.999723,0.0893528,2,0,-5.23882,-2.45428,-0.19646,0.340233,-3.29062,0.274455
-85.0559,0.94661,0.165176,1,0,-4.82631,-2.59844,-0.241694,-0.944267,6.30829,2.62739
-85.2115,0.951638,0.259054,2,0,-4.88063,-3.28329,-0.0420178,-1.46194,-3.88042,-3.66206
-85.2115,0.000203576,0.409178,0,0,-4.88063,-3.28329,-0.703655,-0.781443,-3.88042,-3.66206
-85.3508,0.996907,0.0423196,2,0,-4.9295,-3.26531,0.398568,0.632783,-4.67756,-4.1165
-84.4786,0.999775,0.0765993,2,0,-4.8836,-2.88722,-0.390317,-1.33706,1.19409,-0.18237
-84.8064,0.977827,0.13839,2,0,-4.98696,-3.04003,-0.262539,-0.209884,-3.15909,-2.72575
-85.6747,0.982497,0.232884,1,0,-4.36109,-3.5465,0.313608,-0.785293,5.08591,2.20062
-85.6747,3.07306e-08,0.393553,0,0,-4.36109,-3.5465,-2.51602,-1.40996,5.08591,2.20062
-85.5412,0.999661,0.044723,2,0,-4.45647,-3.75519,-0.57198,-0.572391,-1.56256,-2.39624
-85.6295,0.931978,0.0795801,2,0,-4.35481,-3.58367,-1.54605,-1.8045,4.49564,1.84883
-85.3533,0.998737,0.116893,1,0,-4.45045,-3.52027,-1.00518,0.079196,2.98342,0.724231
-85.6784,0.894761,0.203943,0,0,-4.38196,-3.49683,-0.105909,-0.14358,5.48547,2.39044
-84.5825,0.986572,0.267696,1,0,-5.02632,-2.8965,-0.349412,1.49788,-2.42007,-1.91946
-84.4045,1,0.445367,0,0,-4.98217,-2.63607,-0.176135,0.354518,1.39203,0.69613
-84.4045,1.32171e-14,0.761215,0,0,-4.98217,-2.63607,-1.03542,-0.60648,1.39203,0.69613
-84.5838,0.986621,0.0969448,1,0,-4.93802,-2.57061,-0.457165,-0.508141,3.25381,1.65504
-85.1379,0.759761,0.16064,0,0,-5.1673,-2.89614,1.49347,1.49716,-5.39978,-3.3443
-86.5266,0.950506,0.14814,1,0,-4.5228,-2.95403,-0.235525,0.765102,11.4998,4.78281
-84.799,0.873678,0.221591,1,0,-5.03332,-2.9808,-2.77016,-0.39447,-3.49933,-2.72914
-84.387,1,0.271651,0,0,-5.05653,-2.57657,0.119051,-1.2288,0.0268467,0.499392
-84.387,0.00558472,0.454864,2,0,-5.05653,-2.57657,0.456906,-1.95816,0.0268467,0.499392
-84.5868,0.994902,0.0645371,3,0,-5.09067,-2.39631,-1.04609,-0.102573,0.605424,1.89334
-84.6852,0.998768,0.107012,2,0,-5.22039,-2.4325,0.234923,-0.401988,-2.7432,0.626589
-85.0149,0.945836,0.177823,0,0,-5.15158,-2.22297,0.508727,0.723472,0.155217,3.41065
-84.7383,0.956154,0.258059,1,0,-5.17433,-2.73173,0.972159,-0.587359,-4.04742,-1.91868
-84.6267,0.797779,0.381903,0,0,-4.79877,-3.03067,1.03107,-0.639046,1.55434,-0.225204
-84.6267,0.00042672,0.385036,0,0,-4.79877,-3.03067,1.52362,1.09962,1.55434,-0.225204
-84.9766,0.999311,0.0585165,3,0,-4.63158,-3.32355,-0.282707,0.720788,1.52571,-0.348924
-84.568,0.998808,0.0960426,2,0,-4.9063,-3.00381,0.633677,-0.933631,-0.845043,-1.42972
-84.6164,0.982315,0.156401,3,0,-5.10516,-2.37739,0.776631,-1.70836,0.369635,1.98114
-84.6164,0.618225,0.243522,0,0,-5.10516,-2.37739,2.17438,-0.53387,0.369635,1.98114
-84.6844,0.970916,0.162507,1,0,-5.11715,-2.34335,0.401036,0.700046,0.29647,2.25331
-84.7381,1,0.244994,0,0,-5.16135,-2.32297,0.161509,0.195985,-0.670134,2.1916
-85.5211,0.481492,0.392622,0,0,-5.34301,-2.67078,-0.718419,0.248742,-6.84205,-2.66495
-84.4206,0.929318,0.193,1,0,-4.97071,-2.6381,-2.4428,-0.0709053,1.67786,0.794134
-84.4867,0.972712,0.262564,0,0,-4.96223,-2.59048,0.268965,0.00728409,2.38071,1.25943
-84.5991,1,0.392156,1,0,-5.17164,-2.41284,-0.384837,0.163641,-1.49881,1.159
-84.5991,0.0468548,0.619349,0,0,-5.17164,-2.41284,0.343234,-1.02138,-1.49881,1.159
-85.0859,0.965323,0.118005,1,0,-4.96838,-2.32507,-0.795293,0.0341955,4.50784,3.48658
-84.6416,0.983769,0.172951,1,0,-4.96363,-2.99704,-0.0163226,-1.60826,-2.12499,-2.07268
-84.4044,0.535459,0.262717,1,0,-4.94378,-2.75346,-2.18617,-0.41437,1.17674,0.164984
-84.7467,0.986361,0.149807,1,0,-5.23964,-2.42405,-1.01183,0.913533,-3.11168,0.591743
-85.1119,0.81788,0.227898,0,0,-4.85013,-2.52339,-1.58236,0.710299,6.36686,2.90031
-86.0828,0.746329,0.240182,0,0,-4.85719,-2.25945,1.06348,-0.363883,8.525,4.94344
-85.3446,0.851978,0.217081,1,0,-4.6225,-3.03045,-0.728121,3.36447,6.74142,2.48486
-85.3888,0.988069,0.245874,1,0,-4.9555,-3.24446,0.059188,-0.441455,-4.95085,-4.23804
-85.3227,1,0.370808,0,0,-4.55786,-3.21631,-0.422702,0.305443,5.53002,2.00413
-85.3227,1.72012e-06,0.570845,0,0,-4.55786,-3.21631,-0.119549,0.345973,5.53002,2.00413
-85.4793,0.936915,0.10801,2,0,-5.22247,-2.8998,-1.82482,0.475299,-6.48462,-3.88503
-84.3978,0.954392,0.146096,1,0,-5.01217,-2.77433,2.00086,0.802379,-0.783404,-0.739563
-84.4079,0.916154,0.204223,1,0,-5.07426,-2.54163,0.836382,0.744707,-0.116031,0.655464
-84.4079,0.880695,0.262928,1,0,-5.07426,-2.54163,-0.413571,-0.761889,-0.116031,0.655464
-84.4079,0.429094,0.313954,0,0,-5.07426,-2.54163,1.25559,1.28698,-0.116031,0.655464
-84.7776,0.980646,0.149085,1,0,-5.2507,-2.43457,-0.380373,0.254247,-3.41816,0.407459
-84.708,0.830105,0.218216,1,0,-4.79769,-2.86169,2.00107,0.174394,3.91369,1.12537
-84.486,0.998209,0.234837,1,0,-4.89227,-2.77542,-0.815692,0.25168,2.31536,0.582606
-85.505,0.599043,0.353871,1,0,-4.6637,-3.57575,-0.751842,0.283956,-3.35033,-3.6424
-85.5366,0.817527,0.239275,1,0,-4.39544,-3.53445,-0.954595,-0.733133,4.30088,1.64249
-85.5366,0.305992,0.250717,0,0,-4.39544,-3.53445,-0.921807,-1.76731,4.30088,1.64249
-84.7748,0.99593,0.0954599,3,0,-4.95446,-3.06429,-0.585602,1.51512,-2.72357,-2.55418
-85.0602,0.968602,0.142659,1,0,-4.86496,-2.50936,-0.734024,0.723679,6.04423,2.85171
-84.5972,1,0.201299,0,0,-4.94361,-2.55203,-0.857324,-0.360576,3.27643,1.74743
-85.4701,0.588998,0.300983,1,0,-4.72924,-2.69999,-0.275445,-0.902248,8.22077,3.149
-84.7284,0.931328,0.201902,0,0,-4.96792,-3.03114,1.33089,1.18463,-2.62865,-2.42205
-85.1427,0.997298,0.263364,1,0,-4.75215,-3.38626,-0.347275,-0.286872,-2.46774,-2.90437
-85.1427,0.356228,0.389039,0,0,-4.75215,-3.38626,-1.12455,-0.605647,-2.46774,-2.90437
-84.4641,0.916132,0.167828,2,0,-5.02774,-2.82095,-1.99162,0.28245,-1.64531,-1.29264
-84.7637,0.971913,0.212048,1,0,-5.07299,-2.9141,0.0977805,-0.110437,-3.63973,-2.56868
-84.9871,0.611036,0.297196,1,0,-5.18485,-2.2345,1.69914,0.207848,-0.72881,3.08888
-84.7781,0.916707,0.210029,1,0,-5.2395,-2.38462,0.607466,-1.47308,-2.86094,1.02427
-85.5841,0.884199,0.264537,1,0,-5.41042,-2.43742,0.00132367,0.098134,-6.58599,-0.572834
-84.5117,0.6878,0.312872,1,0,-4.8912,-2.95978,2.22736,-1.31901,0.0863255,-0.868038
-86.7054,0.636865,0.256194,1,0,-4.99643,-3.43775,-0.47356,0.775311,-8.02676,-6.63792
-86.9002,0.955959,0.191174,0,0,-5.05814,-3.39087,-0.381081,-0.869742,-8.54617,-6.86368
-85.7171,1,0.257952,0,0,-5.00271,-3.25929,-1.07194,-1.08249,-6.06145,-4.94685
