# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=1
# stan_version_patch=0
# init=random
# seed=385583929
# chain_id=3
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=./diagnostic_file.dat_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,alpha,beta,p_alpha,p_beta,g_alpha,g_beta
-86.6116,0.623978,1.03163,0,0,-5.55056,-2.32284,-0.585111,0.301058,-8.41613,0.195446
-85.4221,0.749825,0.746167,1,0,-5.17191,-2.1205,5.71868,-4.28856,0.160371,4.6314
-85.5466,1,0.687195,1,0,-5.33072,-2.16153,2.23555,1.51968,-3.68131,3.35938
-85.2741,0.522893,1.01591,1,0,-4.52671,-3.33457,-0.00826937,-3.04094,4.29963,1.3904
-84.8411,0.846436,0.610134,1,0,-4.69661,-3.13739,-5.91162,-0.403567,2.77268,0.377798
-85.4448,0.92124,0.674553,1,0,-4.42465,-3.7176,1.11,-2.98773,-0.0886109,-1.3149
-86.7768,0.652721,0.856603,0,0,-4.37456,-4.12528,-3.50001,0.32282,-6.10416,-6.04747
-86.889,0.96733,0.659376,1,0,-4.12019,-3.68769,0.192068,-0.557021,9.68371,5.78488
-85.3716,1,0.90995,1,0,-4.78374,-3.42537,3.3407,-3.52268,-3.74158,-3.77444
-85.3716,0.00245634,1.32992,0,0,-4.78374,-3.42537,3.01786,-0.873404,-3.74158,-3.77444
-85.0963,0.983542,0.311193,3,0,-4.7562,-2.76345,1.27298,-3.94126,6.49595,2.37735
-84.7446,1,0.441886,1,0,-4.77434,-2.91164,-1.48602,-2.28904,3.91136,1.07017
-84.7751,0.998479,0.322316,0,0,-4.76277,-2.92583,0.211735,0.37914,4.05021,1.12518
-84.7751,3.57714e-197,4.62388,0,1,-4.76277,-2.92583,3.16159,-0.611451,4.05021,1.12518
-84.7751,0.513379,0.7808,0,0,-4.76277,-2.92583,-1.57523,-3.68953,4.05021,1.12518
-85.3464,0.988,0.302322,2,0,-5.35658,-2.28913,-0.164972,2.19932,-4.79196,1.52083
-85.4659,0.986379,0.43603,0,0,-5.34661,-2.20954,-1.20079,-0.248465,-4.21905,2.62105
-85.1629,0.806494,0.696712,1,0,-4.71727,-2.84303,0.657547,-4.44404,6.62954,2.37805
-85.1629,0.633401,0.681932,0,0,-4.71727,-2.84303,5.3629,-0.0639878,6.62954,2.37805
-84.4874,1,0.395679,1,0,-4.87911,-2.9038,-3.74193,-0.628213,1.10531,-0.258599
-84.3732,0.822811,0.726977,1,0,-4.98775,-2.73361,-3.32218,-0.314836,0.251169,-0.149838
-84.8649,0.975532,0.77567,1,0,-4.68202,-3.21697,0.31991,-0.32088,1.90929,-0.123161
-84.8649,0.139899,1.34861,0,0,-4.68202,-3.21697,1.44496,1.257,1.90929,-0.123161
-85.1355,0.999439,0.167799,3,0,-4.55404,-3.44576,2.69002,-1.9886,1.5001,-0.326618
-85.11,0.993123,0.317263,0,0,-4.60337,-3.45865,1.90722,-0.0282917,-0.015963,-1.32859
-85.18,0.978402,0.587262,1,0,-4.5395,-3.38022,-1.29946,-0.189908,3.08599,0.66449
-85.662,0.54146,1.03389,1,0,-5.2527,-2.08244,2.4196,-1.26415,-1.62893,4.82783
-85.5265,0.959612,0.467407,1,0,-5.31934,-2.15561,0.494794,-2.71729,-3.41497,3.49134
-85.5265,0.479021,0.774091,0,0,-5.31934,-2.15561,8.65522,-1.47343,-3.41497,3.49134
-85.4302,1,0.293514,3,0,-4.46829,-3.69611,1.7337,0.103347,-0.788796,-1.83475
-85.206,0.999673,0.548183,2,0,-5.28017,-2.21858,1.33268,-1.45305,-2.84892,2.80632
-86.2109,0.0913424,1.01341,0,0,-4.71735,-2.53204,1.37556,-3.57642,10.7498,4.3163
-86.2864,0.999846,0.12369,3,0,-4.80713,-2.31142,-5.72621,3.4154,9.82029,4.90693
-88.8042,0.950103,0.229494,2,0,-4.75828,-2.01119,4.20664,0.811525,13.7918,8.1713
-90.3282,0.822068,0.364395,0,0,-4.68039,-1.97405,-0.501902,-1.19246,17.1675,9.0576
-88.96,1,0.395808,0,0,-4.69853,-2.10317,-3.64658,-2.96412,15.5809,7.57357
-85.4093,1,0.717076,0,0,-4.99227,-2.21562,-6.666,-2.29501,4.55664,4.43643
-87.1514,0.030413,1.2862,1,0,-5.16904,-3.28484,-4.25536,-0.760056,-9.24235,-6.98806
-84.7043,0.97741,0.146525,1,0,-5.04179,-2.93291,6.04702,5.92458,-3.16085,-2.40194
-85.2965,0.985404,0.247583,2,0,-4.64917,-2.97705,-5.11537,0.61607,6.76285,2.45784
-85.1186,0.966958,0.42402,1,0,-4.73812,-3.38928,2.96275,1.7857,-2.18883,-2.72688
-86.2084,0.905991,0.683947,1,0,-4.53745,-3.85946,0.0421156,-0.267235,-5.1147,-5.1155
-86.2084,0.000342314,0.926177,0,0,-4.53745,-3.85946,-2.72869,-1.61819,-5.1147,-5.1155
-84.6857,0.999073,0.106646,4,0,-4.77992,-2.95772,7.35616,-0.277979,3.10354,0.634973
-86.5559,0.998917,0.187481,4,0,-3.4693,-4.7323,3.04902,0.0299957,2.71557,1.82914
-86.8934,0.857481,0.326436,0,0,-3.56874,-4.92255,-3.08748,-1.91001,-4.01195,-4.33623
-86.5852,1,0.387212,1,0,-3.44807,-4.74808,1.73209,1.09219,2.90022,2.0132
-86.5852,0.241737,0.666266,2,0,-3.44807,-4.74808,-5.86408,-1.16598,2.90022,2.0132
-88.1113,0.955865,0.157236,2,0,-3.71414,-4.9783,-3.39513,0.225734,-7.8727,-7.94835
-87.7732,1,0.240971,0,0,-3.72371,-4.92434,-0.371948,-1.87832,-7.13404,-7.24222
-86.761,1,0.410887,1,0,-3.58667,-4.87353,-4.79803,-1.33168,-3.41112,-3.77838
-86.6723,0.813618,0.694904,2,0,-3.89482,-4.08408,-3.42081,0.808126,6.93083,4.61885
-86.3397,1,0.727604,0,0,-3.87741,-4.20065,-1.33576,-1.73248,4.47975,2.78398
-85.9301,0.333333,1.21563,0,1,-4.27507,-4.0329,-2.57772,2.43576,-2.3705,-2.98763
-85.8121,1,0.382592,1,0,-4.15264,-4.00545,-2.04272,-0.638669,1.23353,-0.106943
-84.7365,0.978042,0.63736,1,0,-4.79289,-3.16724,4.49268,-2.8833,-0.239037,-1.3447
-84.7365,0.249176,0.998611,0,0,-4.79289,-3.16724,4.6194,-2.06593,-0.239037,-1.3447
-85.3942,0.918131,0.262702,0,0,-4.86718,-3.34479,-2.89498,-2.49795,-4.41005,-4.09502
-84.7608,0.971377,0.355927,2,0,-4.91722,-2.52046,-1.69349,4.92875,4.34668,2.25159
-84.7798,0.997915,0.545784,1,0,-4.88559,-2.57727,-0.57502,-1.05059,4.71627,2.13646
-85.5881,0.774692,0.886428,1,0,-5.39897,-2.27433,-1.78896,-0.997507,-5.54923,1.51256
-85.0642,0.991444,0.842081,0,0,-5.3012,-2.57044,-3.68193,1.00913,-5.35733,-1.35461
-86.7812,0.367744,1.3342,0,0,-5.47651,-2.03361,2.45847,-1.41784,-6.10498,4.83457
-87.6612,0.929676,0.48775,0,0,-5.58369,-2.00758,0.773241,0.97853,-7.89855,4.9951
-86.7193,0.741695,0.667662,0,0,-5.00588,-1.9791,-8.83082,2.26995,5.39365,7.37367
-84.9191,1,0.589452,1,0,-5.16322,-2.8307,-1.02733,-3.47527,-4.70694,-2.7147
-85.5626,0.88346,0.943235,0,0,-4.82524,-2.44157,0.629467,0.086537,7.99892,3.74566
-84.485,1,1.15,0,0,-5.03242,-2.49289,-3.00142,-1.02985,1.37089,1.44241
-84.485,3.58158e-09,1.82162,0,0,-5.03242,-2.49289,-0.315142,-1.65385,1.37089,1.44241
-85.0069,0.963415,0.301284,2,0,-5.25018,-2.26516,-2.36555,-2.96703,-2.41673,2.36285
-84.8401,0.993531,0.440783,2,0,-4.85752,-3.1831,1.51334,-1.93615,-2.02474,-2.39315
-84.7573,0.996977,0.686383,0,0,-4.75907,-3.18282,-1.62695,-0.34299,0.393449,-0.994039
-84.7573,0.367891,1.07127,0,0,-4.75907,-3.18282,-0.167012,-1.909,0.393449,-0.994039
-84.8188,0.999968,0.416728,3,0,-4.72212,-3.22787,1.38127,-0.565866,0.667889,-0.858759
-84.8276,0.998306,0.653115,0,0,-4.72353,-3.23834,0.179982,-0.248437,0.469558,-0.981254
-84.8276,0.209388,1.01456,0,0,-4.72353,-3.23834,2.72688,1.21398,0.469558,-0.981254
-84.8222,0.999615,0.284808,3,0,-5.2372,-2.34458,1.2388,-0.29397,-2.56898,1.48974
-84.5732,0.995293,0.443499,1,0,-5.16895,-2.43334,2.04072,-1.35239,-1.57645,0.965753
-84.9131,0.880697,0.680829,1,0,-4.79195,-2.74861,2.69225,0.0794031,5.57108,2.01036
-85.2113,0.758314,0.815246,1,0,-5.1587,-2.93094,3.0523,0.0475397,-5.56356,-3.57802
-84.5718,1,0.752109,0,0,-5.09984,-2.78301,-2.05595,-1.52018,-2.91044,-1.69314
-84.5718,0.439917,1.15443,0,0,-5.09984,-2.78301,-0.726037,-0.466427,-2.91044,-1.69314
-85.1539,0.958055,0.546596,1,0,-5.24258,-2.76627,1.64722,-0.90768,-5.7112,-2.81807
-85.0102,0.84228,0.766612,1,0,-5.16308,-2.22435,-3.94455,-1.81623,-0.139916,3.33108
-84.7956,1,0.843063,0,0,-5.10823,-2.30101,0.462392,-1.57465,0.799134,2.76661
-84.7956,0.00795873,1.2815,0,0,-5.10823,-2.30101,-1.05919,-1.7905,0.799134,2.76661
-84.7234,0.998734,0.254248,2,0,-5.18885,-2.6909,-1.06796,1.14101,-4.00302,-1.66816
-85.2231,0.981684,0.38616,2,0,-5.1614,-2.16674,3.58084,-0.38578,0.202791,4.06541
-85.1682,0.804106,0.564158,1,0,-5.25204,-2.75194,-1.46136,4.14533,-5.77484,-2.76105
-84.9648,1,0.573841,1,0,-5.21452,-2.75176,2.24954,0.703745,-5.04058,-2.44766
-85.1306,0.976079,0.864683,1,0,-4.99198,-2.28438,-1.1066,0.22579,4.10733,3.7152
-85.1306,0.285845,1.2371,0,0,-4.99198,-2.28438,-0.184665,0.417732,4.10733,3.7152
-84.758,1,0.447308,1,0,-5.1423,-2.80267,0.65287,1.66768,-4.01403,-2.26893
-88.8767,0.855225,0.670741,2,0,-5.51775,-1.77597,-0.432578,1.28649,-6.27736,9.6542
-88.5335,0.817315,0.753407,1,0,-5.59689,-2.81856,-7.95445,2.83708,-11.6617,-5.84656
-85.8876,1,0.784791,0,0,-5.33062,-2.8089,-7.1708,-1.5975,-7.65252,-3.93026
-85.8876,0.000291586,1.16684,0,0,-5.33062,-2.8089,-2.99002,-1.49905,-7.65252,-3.93026
-84.7949,0.964778,0.248287,0,0,-5.22046,-2.65355,-5.99093,-3.00609,-4.35552,-1.57606
-85.569,0.972249,0.345421,2,0,-5.39798,-2.50901,-1.66241,-1.80107,-6.77155,-1.3188
-85.2088,0.954814,0.486015,1,0,-5.26801,-2.73263,5.11315,0.50141,-5.92366,-2.70627
-84.8199,0.954742,0.659313,1,0,-5.13936,-2.2871,2.84107,-2.97552,0.0925804,2.72861
-85.9073,0.324035,0.891801,1,0,-5.26069,-2.93775,-1.82676,3.13239,-7.50562,-4.57575
-85.7487,0.993455,0.363538,1,0,-5.17717,-3.03311,4.07626,-0.325254,-6.89885,-4.69269
-85.3796,0.987362,0.528982,2,0,-5.03837,-3.1413,2.8615,-3.09698,-5.39973,-4.23965
-85.1487,1,0.758424,1,0,-4.79649,-2.63698,-2.79291,-0.315569,6.80992,2.71065
-85.3597,0.345528,1.10991,0,0,-5.33948,-2.24093,3.67045,-0.364886,-4.21561,2.2306
-85.6924,0.966279,0.477834,2,0,-4.2526,-3.80603,-4.18695,-0.0911559,2.75549,0.877318
-85.6924,0.197255,0.65597,1,0,-4.2526,-3.80603,-6.91818,-2.75475,2.75549,0.877318
-85.3777,0.999366,0.216714,2,0,-4.50294,-3.65266,-2.03974,1.57153,-0.866991,-1.89922
-84.3651,0.968266,0.316376,2,0,-5.03012,-2.65296,7.23058,-1.7594,-0.011758,0.0897097
-84.4798,0.984387,0.43488,1,0,-5.14653,-2.54239,-2.88374,1.12889,-1.86097,0.0606066
-84.4128,0.985241,0.613988,0,0,-5.01037,-2.57945,2.35939,-0.544894,1.18853,0.891704
-84.4128,0.196339,0.865731,0,0,-5.01037,-2.57945,3.25137,2.53131,1.18853,0.891704
-85.0373,0.935985,0.291727,1,0,-4.884,-2.47823,-4.48166,-1.13562,5.75816,2.89946
-86.3013,0.956789,0.376439,2,0,-3.9141,-4.44865,10.2675,-0.362898,-2.12428,-2.68628
-89.342,0.410846,0.5032,1,0,-3.58695,-4.17225,-3.25449,-2.2656,15.3275,11.8458
-86.7735,1,0.252678,1,0,-3.92172,-4.56649,-6.29976,-2.73472,-4.60583,-4.86857
-87.395,0.8772,0.364514,1,0,-4.07343,-4.52367,-0.290245,-3.08615,-6.87228,-6.87139
-86.0644,0.983422,0.42163,1,0,-3.98131,-4.28281,2.96848,3.08358,-0.273881,-1.15574
-84.5808,0.820317,0.58778,2,0,-4.92544,-2.59822,3.042,-3.98895,3.33517,1.56619
-84.5185,0.839304,0.613202,2,0,-4.85964,-2.86828,-1.39065,3.50642,2.07659,0.267589
-85.0625,0.941763,0.661166,1,0,-4.71914,-3.38145,2.74311,0.00532054,-1.62356,-2.35694
-85.0625,0.144766,0.852199,1,0,-4.71914,-3.38145,-1.73266,3.83267,-1.62356,-2.35694
-85.7935,0.997523,0.273633,3,0,-4.21425,-3.82215,2.25217,-2.23652,3.50196,1.46382
-85.7002,0.999026,0.389045,1,0,-4.23267,-3.91218,-0.788926,-0.977723,1.06602,-0.317245
-84.5667,0.782531,0.55311,2,0,-4.83631,-2.88359,1.60231,-4.17902,2.52339,0.448518
-84.6007,0.707757,0.540216,1,0,-5.07805,-2.83412,-6.51909,-1.50859,-2.93042,-1.92312
-84.8468,0.98458,0.464161,1,0,-4.97579,-3.0674,3.45757,-1.59876,-3.23609,-2.83845
-84.8319,0.878557,0.640869,1,0,-5.23662,-2.33727,4.47294,1.4034,-2.51309,1.57718
-85.1461,0.947109,0.73691,0,0,-5.3161,-2.30313,-0.163236,0.36232,-4.03895,1.54802
-84.9307,0.986739,0.95093,0,0,-5.16263,-2.2493,2.10937,-1.18742,-0.266652,3.03217
-84.4345,1,1.30977,0,0,-5.11946,-2.56055,-1.30376,1.13827,-1.37249,0.108227
-84.4345,1.28095e-15,1.8406,0,0,-5.11946,-2.56055,-3.90081,-0.328765,-1.37249,0.108227
-84.4193,0.99729,0.481209,1,0,-5.10206,-2.63224,1.07857,-0.144987,-1.57036,-0.391248
-84.5644,0.980988,0.673913,1,0,-5.15964,-2.64935,-0.0297171,0.236527,-3.02669,-1.04037
-84.5644,0.0171113,0.916313,0,0,-5.15964,-2.64935,3.61706,3.74995,-3.02669,-1.04037
-84.6752,0.971605,0.250511,2,0,-5.22316,-2.48945,-4.06398,-2.23971,-3.18948,0.0151145
-85.1776,0.951588,0.335782,1,0,-4.9588,-2.31204,-3.8702,-0.208339,4.89105,3.68238
-84.8518,0.993135,0.434571,1,0,-4.86762,-2.58492,-1.45258,3.31376,5.17718,2.27003
-84.8552,0.996779,0.601152,1,0,-4.79472,-2.77108,-0.0722596,-1.93748,5.19684,1.81822
-84.8552,0.0103548,0.834739,0,0,-4.79472,-2.77108,-5.85443,-4.09718,5.19684,1.81822
-86.4567,0.99667,0.230709,3,0,-3.73072,-4.65356,1.02512,-3.02717,-2.10495,-2.61509
-86.462,0.999648,0.320603,1,0,-3.73323,-4.65355,-0.250758,-0.427761,-2.16315,-2.66773
-87.8367,0.606152,0.446706,1,0,-3.90623,-4.75193,5.72869,3.13183,-7.57301,-7.58632
-86.4618,0.870884,0.32854,1,0,-3.61861,-4.74153,-7.13394,-3.66376,-1.34819,-1.90025
-85.6544,0.958897,0.371069,2,0,-4.26096,-3.8599,6.33633,-0.749114,1.39281,-0.107709
-86.5143,0.973499,0.482418,2,0,-3.65214,-4.73919,-4.23134,0.868118,-2.08958,-2.57997
-86.5143,0.0370184,0.640941,0,0,-3.65214,-4.73919,6.38003,3.8212,-2.08958,-2.57997
-86.6705,0.98856,0.190412,3,0,-3.37906,-4.80606,-0.151706,2.42157,3.32451,2.45844
-86.494,0.999822,0.259408,1,0,-3.46614,-4.8505,-1.99525,-0.589126,-0.0814322,-0.68673
-85.517,0.992239,0.359071,3,0,-4.348,-3.75223,-6.72859,3.1116,1.24301,-0.309546
-85.2457,0.990508,0.49009,2,0,-5.2767,-2.20174,-2.49816,2.31048,-2.69239,3.04564
-85.4918,0.923567,0.665792,0,0,-5.27233,-2.12935,-0.836781,0.864532,-2.2714,4.06415
-85.4918,0.121213,0.81255,1,0,-5.27233,-2.12935,-1.50193,4.46434,-2.2714,4.06415
-86.7806,0.979295,0.28149,2,0,-5.56647,-2.40359,-1.23844,1.63893,-9.01837,-0.937734
-85.4545,0.979293,0.375323,0,0,-5.38787,-2.33773,-6.9046,-0.64733,-5.64286,0.750949
-86.9401,0.742372,0.499551,1,0,-5.39606,-2.91344,-4.72188,0.109563,-9.51199,-5.445
-86.5822,0.985524,0.459334,1,0,-4.54792,-2.88121,-6.19556,-0.233276,11.8612,4.80633
-85.544,1,0.615848,0,0,-4.63452,-2.9267,-4.20737,-1.27409,8.05351,3.06035
-84.5477,0.885876,0.842876,1,0,-4.97889,-2.5205,-6.10658,1.45944,2.58068,1.67324
-84.4744,1,0.965868,0,0,-5.02924,-2.82685,-0.201087,0.768711,-1.74258,-1.35819
-84.4744,0.0179325,1.31771,0,0,-5.02924,-2.82685,-5.54266,2.88197,-1.74258,-1.35819
-84.3641,0.994195,0.399004,1,0,-5.02109,-2.67311,-0.246962,-1.72887,0.0205965,0.00891939
-84.9528,0.969937,0.539949,2,0,-4.65256,-3.32676,2.43807,-1.07961,0.913441,-0.730678
-84.6172,0.958885,0.702955,2,0,-5.11964,-2.77402,7.60888,-1.5479,-3.26047,-1.80258
-84.6172,0.0432111,0.89857,0,0,-5.11964,-2.77402,6.47617,0.787591,-3.26047,-1.80258
-84.7172,0.994604,0.286904,1,0,-5.10593,-2.3317,0.420091,1.8252,0.659844,2.45101
-84.6325,0.996498,0.387488,1,0,-5.02504,-2.41853,-2.14293,1.42797,2.17531,2.1753
-85.0353,0.875032,0.52393,2,0,-4.60719,-3.27851,-2.28819,4.50036,2.96749,0.523971
-84.8289,0.892204,0.589369,2,0,-5.21078,-2.30855,-0.119028,-2.50798,-1.75754,2.05976
-85.1473,0.945874,0.67978,0,0,-5.27482,-2.23464,-0.202338,-0.403172,-2.80937,2.62314
-85.938,0.679228,0.848756,0,0,-5.42709,-2.59303,1.1009,-0.871767,-7.78752,-2.41506
-85.5419,1,0.711753,0,0,-5.40554,-2.37166,-2.5596,-1.31122,-6.14712,0.241196
-85.5419,0.244651,0.961686,0,0,-5.40554,-2.37166,0.326276,-2.46731,-6.14712,0.241196
-84.8336,0.994773,0.424147,2,0,-4.70991,-3.07607,0.570519,-2.95946,3.35319,0.703751
-84.911,0.877272,0.568537,1,0,-4.98116,-3.08304,4.85497,-0.80998,-3.53907,-3.043
-84.992,0.9928,0.640019,0,0,-4.92972,-3.16663,2.08815,0.431229,-3.44025,-3.18085
-84.992,0.0024254,0.853101,0,0,-4.92972,-3.16663,6.54257,2.33313,-3.44025,-3.18085
-84.9648,0.994943,0.266321,2,0,-5.02688,-2.29611,-1.99537,2.98262,3.02545,3.35445
-85.2904,0.961723,0.356377,1,0,-4.82683,-2.5166,0.988247,-2.64298,7.18314,3.19196
-84.5543,1,0.453656,1,0,-4.83677,-2.95733,-2.10739,-2.77814,1.53852,-0.141288
-84.5969,0.848021,0.609721,1,0,-4.86985,-2.7252,-3.75621,-0.406656,3.53655,1.22253
-86.2234,0.959035,0.656504,1,0,-5.50173,-2.39242,0.335694,1.98828,-7.93475,-0.494084
-86.2234,0.778901,0.829538,0,0,-5.50173,-2.39242,1.91183,1.81324,-7.93475,-0.494084
-86.525,0.965642,0.807528,1,0,-5.46463,-2.07444,2.99145,0.0754102,-6.01074,4.19372
-85.5477,1,1.02829,0,0,-5.3941,-2.51263,-4.29943,1.22721,-6.72367,-1.33593
-85.5477,0.000730721,1.37381,0,1,-5.3941,-2.51263,-5.71552,3.67814,-6.72367,-1.33593
-85.8163,0.942203,0.43898,1,0,-5.37716,-2.68788,-3.81526,-0.535998,-7.56134,-3.07742
-85.2781,1,0.540431,1,0,-5.36098,-2.39945,1.84153,2.35796,-5.45384,0.145365
-85.396,0.917138,0.721591,0,0,-5.3661,-2.53553,-2.20589,0.336702,-6.35542,-1.41456
-86.2573,0.980663,0.855321,1,0,-5.50079,-2.26655,1.21248,0.910097,-7.35856,1.17487
-87.1684,0.52046,1.10829,0,0,-5.53283,-2.03047,3.58026,-1.66299,-7.10178,4.7276
-84.37,1,0.748782,1,0,-5.0345,-2.69242,-6.45223,2.48855,-0.502149,-0.283395
-84.37,0.729982,0.996066,0,0,-5.0345,-2.69242,0.532427,1.26194,-0.502149,-0.283395
-84.37,0.081815,0.905341,0,0,-5.0345,-2.69242,0.700031,4.41968,-0.502149,-0.283395
-84.5799,0.996514,0.331837,2,0,-5.16292,-2.41872,-0.61919,-0.477913,-1.3335,1.15754
-85.4259,0.873415,0.439221,0,0,-5.38217,-2.47128,4.75698,0.361165,-6.26192,-0.802568
-84.8112,0.97153,0.488949,1,0,-4.75722,-2.91524,-6.08794,0.500303,4.36443,1.28432
-86.8983,0.61882,0.62361,1,0,-4.67481,-2.49217,-2.36704,1.47174,12.7978,5.05304
-85.2097,0.776077,0.486844,1,0,-4.54853,-3.53436,-2.41909,-6.14773,0.0771446,-1.25628
-85.8658,0.992921,0.473114,2,0,-4.18721,-4.06653,-1.23666,0.981469,-0.918713,-1.80329
-85.8658,0.0154962,0.620461,1,0,-4.18721,-4.06653,-7.12241,-4.18573,-0.918713,-1.80329
-84.5128,0.995258,0.211242,3,0,-5.10961,-2.72533,6.26978,-3.2172,-2.58423,-1.28043
-87.6195,0.959003,0.27809,1,0,-5.43746,-1.86784,3.14731,-2.66808,-4.93611,7.94105
-87.301,0.965735,0.347874,2,0,-5.26072,-1.84153,-3.84345,3.38233,-1.04434,8.8586
-86.224,1,0.438733,2,0,-5.36488,-2.03267,-2.05751,-3.09693,-3.91614,5.19684
-84.5024,0.938418,0.579194,1,0,-4.94016,-2.93413,7.58887,0.0482097,-0.817011,-1.25621
-84.3717,0.999071,0.702179,2,0,-5.049,-2.66651,-2.25171,0.459551,-0.609375,-0.204389
-84.3717,0.661189,0.923605,2,0,-5.049,-2.66651,4.19515,-0.490825,-0.609375,-0.204389
-84.3717,0.435883,0.767326,0,0,-5.049,-2.66651,5.35883,2.71896,-0.609375,-0.204389
-84.3662,0.986993,0.470379,2,0,-5.005,-2.68688,1.16022,-1.66882,0.291365,0.05449
-84.3843,0.998189,0.608103,1,0,-4.99982,-2.76435,0.275452,0.0086831,-0.374832,-0.527575
-84.4321,0.537481,0.79716,0,0,-5.05012,-2.52095,0.513431,-0.121343,0.671344,1.04396
-84.4321,0,4.946,-1,1,-5.05012,-2.52095,2.49285,-0.0894107,0.671344,1.04396
-84.4321,0.473041,0.651488,0,0,-5.05012,-2.52095,-0.383119,1.56567,0.671344,1.04396
-84.5366,0.952126,0.196588,1,0,-5.14284,-2.66948,1.55991,1.22368,-2.82711,-1.08044
-84.8524,0.974753,0.232375,1,0,-5.13742,-2.84946,0.596812,-1.05655,-4.35379,-2.64046
-86.0137,0.927513,0.335487,1,0,-4.46671,-3.20194,1.79531,-0.456322,8.76241,3.86912
-85.1741,0.751867,0.45511,1,0,-4.66403,-3.46592,0.978504,1.38214,-1.63018,-2.40613
-84.7396,0.583827,0.373616,1,0,-4.83169,-2.73343,4.04648,-0.469496,4.55614,1.61961
-85.0982,0.994751,0.183887,2,0,-5.17378,-2.19951,-3.01558,0.849535,-0.272905,3.58301
-85.7622,0.910063,0.333985,2,0,-4.20844,-3.98578,-0.72544,1.3054,0.18211,-0.961138
-85.7622,0.119134,0.470945,0,0,-4.20844,-3.98578,-1.14398,-1.74114,0.18211,-0.961138
-85.8191,0.999931,0.0549985,2,0,-4.14867,-3.98879,0.366307,0.00848887,1.69924,0.249999
-87.2366,0.971021,0.104784,4,0,-1.97593,-6.1926,5.17842,0.417343,3.02893,3.05489
-87.3892,0.96164,0.18259,1,0,-2.01453,-6.11338,1.32656,0.570657,4.21248,4.32789
-87.3365,0.999818,0.30858,2,0,-2.23302,-6.23606,-0.81187,0.349228,-3.40141,-3.9427
-87.096,0.200001,0.584991,1,1,-2.31896,-5.89114,1.36295,-0.293796,2.70272,2.54386
-87.421,0.960963,0.0940229,1,0,-2.3889,-6.11956,-1.21164,-1.85937,-4.05068,-4.57418
-86.7176,0.999908,0.158857,4,0,-3.61265,-4.47601,2.71409,-1.59468,5.28011,3.86619
-88.3204,0.604744,0.300123,1,0,-3.97052,-4.74726,-0.254795,-1.7643,-8.63366,-8.54993
-86.3418,1,0.171322,1,0,-3.69553,-4.50343,-3.37473,-1.60823,2.19254,1.15481
-86.3507,0.963556,0.320986,1,0,-3.78802,-4.56508,0.0456388,0.614462,-1.57997,-2.16909
-86.3507,0.0830152,0.534753,0,0,-3.78802,-4.56508,-2.91546,-0.761595,-1.57997,-2.16909
-86.1481,0.998657,0.0668729,4,0,-4.04182,-4.29157,1.85557,-0.13961,-1.9337,-2.56605
-86.4772,0.991258,0.124075,2,0,-3.87814,-4.15662,-0.347125,0.0589081,5.57172,3.62896
-84.9685,0.916155,0.223091,2,0,-4.8211,-3.26489,-0.96345,3.25463,-2.30554,-2.67312
-84.7983,0.897868,0.320534,1,0,-4.74592,-3.21775,2.4528,0.829431,0.207747,-1.1254
-84.8082,0.970993,0.434685,0,0,-4.79187,-3.21371,-0.219929,0.399926,-0.883131,-1.76479
-84.8237,0.242667,0.720251,0,0,-4.92439,-2.48059,2.34158,-0.891307,4.51143,2.50012
-84.9351,0.997024,0.15567,2,0,-5.28263,-2.53959,1.56542,0.223992,-4.77824,-0.909979
-86.5183,0.876181,0.27724,1,0,-4.63531,-2.67266,2.3752,-1.31752,11.9107,4.60203
-87.2571,0.751722,0.35125,0,0,-4.61203,-2.58519,2.20523,0.505886,14.0271,5.37637
-85.6165,1,0.316137,0,0,-4.70968,-2.70613,2.59434,1.20657,8.79891,3.37319
-85.6165,0.843844,0.556327,0,0,-4.70968,-2.70613,1.41091,-0.494606,8.79891,3.37319
-85.6165,0.0811971,0.639124,0,0,-4.70968,-2.70613,0.668344,0.407455,8.79891,3.37319
-85.1689,0.999568,0.0970498,3,0,-4.77692,-2.67944,-3.0355,0.354595,6.92021,2.66754
-84.569,0.99694,0.169864,1,0,-4.84534,-3.013,-1.2022,-1.78263,0.568676,-0.715971
-84.6267,0.790338,0.292661,1,0,-4.90001,-3.04536,2.04031,1.87581,-1.21958,-1.70899
-84.8009,0.998859,0.292862,3,0,-5.25507,-2.41723,-0.0933609,-0.23439,-3.40213,0.568105
-84.6985,1,0.500636,0,0,-5.22824,-2.45137,-0.970081,0.213999,-3.04126,0.375349
-84.6985,0.39048,0.851259,0,0,-5.22824,-2.45137,-1.83955,-0.145882,-3.04126,0.375349
-84.5089,0.887633,0.307205,1,0,-5.02489,-2.85599,2.87877,-2.07898,-1.95055,-1.55863
-84.5089,0.830812,0.392192,1,0,-5.02489,-2.85599,1.18882,1.51436,-1.95055,-1.55863
