# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=1
# stan_version_patch=0
# init=random
# seed=385583929
# chain_id=4
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=./diagnostic_file.dat_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,alpha,beta,p_alpha,p_beta,g_alpha,g_beta
-84.7912,0.994434,0.0699843,2,0,-5.16192,-2.7816,-0.0978864,-0.836118,-4.23114,-2.26023
-86.1522,0.904333,0.131104,1,0,-5.39695,-2.74045,0.157537,0.659158,-8.26071,-3.74622
-89.7955,0.729169,0.185753,1,0,-4.26689,-3.0549,-0.642829,1.91735,19.8061,9.4362
-85.1573,1,0.155401,0,0,-4.5482,-3.37453,-2.03882,-2.10097,2.9422,0.568142
-84.9252,0.812435,0.29065,1,0,-4.67445,-3.11817,-0.97398,0.751084,3.71311,0.900964
-85.2944,0.983931,0.310592,1,0,-4.48642,-3.45215,0.336644,-0.103515,3.26399,0.844767
-85.2944,5.53709e-08,0.546006,0,0,-4.48642,-3.45215,0.0761687,1.02275,3.26399,0.844767
-85.2178,0.99455,0.0558154,1,0,-4.56104,-3.5391,0.700497,0.727279,-0.322977,-1.53065
-85.2697,0.985817,0.101719,0,0,-4.48367,-3.52061,-0.65651,-0.177367,2.04758,0.0860821
-85.3393,0.982814,0.179057,3,0,-4.50364,-3.63064,-0.0010023,0.822326,-0.492516,-1.63488
-86.3524,0.138826,0.309618,1,0,-4.86591,-3.53534,0.104634,-1.24529,-6.88218,-6.05589
-85.4847,0.999032,0.0505684,1,0,-4.80577,-3.43155,0.851632,1.26468,-4.30024,-4.15039
-85.3678,0.992143,0.0915935,2,0,-4.86637,-3.33915,0.515831,0.995367,-4.31792,-4.02749
-85.8437,0.909657,0.161204,0,0,-4.94281,-3.35603,-0.0153445,-0.312483,-6.07328,-5.17627
-85.4028,1,0.224663,0,0,-4.86487,-3.34938,-0.84372,-0.491356,-4.42261,-4.11042
-85.4028,0.155532,0.397198,0,0,-4.86487,-3.34938,2.07996,0.0244555,-4.42261,-4.11042
-84.9389,0.961969,0.0728685,2,0,-4.87186,-3.20803,1.51831,1.59909,-2.68886,-2.82019
-84.5269,0.99983,0.116451,1,0,-4.88771,-2.97637,0.0402305,1.17602,-0.0359274,-0.962104
-84.5287,0.907474,0.204034,1,0,-5.09978,-2.75572,-0.946278,0.222998,-2.64823,-1.45441
-84.5287,0.0820699,0.278453,0,0,-5.09978,-2.75572,-2.14448,0.673818,-2.64823,-1.45441
-84.492,0.999911,0.0446477,2,0,-5.09327,-2.7407,0.198516,0.364748,-2.35852,-1.26169
-84.9012,0.999025,0.0777803,3,0,-4.67232,-3.16111,-0.0702306,0.533926,3.08089,0.552592
-84.7687,0.991382,0.134037,1,0,-4.90556,-3.11059,-0.738919,0.417475,-2.18537,-2.35955
-87.7713,0.687275,0.224683,1,0,-4.04815,-3.67586,0.587429,-0.921439,12.6092,7.87425
-87.312,1,0.174135,0,0,-3.98995,-3.82939,0.583859,1.47806,10.5445,6.84915
-86.4438,0.802791,0.295328,0,0,-4.51474,-3.92625,0.934344,-0.501418,-5.70621,-5.61663
-86.4438,1.43643e-05,0.305074,0,0,-4.51474,-3.92625,1.38095,0.720908,-5.70621,-5.61663
-85.6986,0.99815,0.0438252,2,0,-4.28012,-3.72555,1.05922,1.04334,3.69018,1.4737
-86.1847,0.994216,0.0738512,3,0,-4.30069,-4.08169,0.224333,-0.804019,-3.83771,-4.17627
-86.0142,0.999858,0.122348,1,0,-4.2064,-4.11571,0.913862,-0.0976452,-2.34065,-2.94977
-86.7482,0.957352,0.203999,2,0,-3.71672,-4.75193,0.365768,-1.14581,-3.80355,-4.14635
-86.7482,0.473861,0.305106,0,0,-3.71672,-4.75193,-0.0320042,-0.311196,-3.80355,-4.14635
-86.4422,0.998523,0.14408,2,0,-3.73535,-4.64425,0.0159559,0.930143,-2.01662,-2.53765
-85.2445,0.989592,0.236661,2,0,-4.54788,-3.55933,-0.799839,1.699,-0.343593,-1.54245
-85.2445,4.37659e-05,0.378146,0,0,-4.54788,-3.55933,-1.79915,0.669334,-0.343593,-1.54245
-84.4658,0.999001,0.0600898,3,0,-5.0558,-2.78326,0.838459,-1.24664,-1.91335,-1.262
-85.4491,0.964682,0.0983739,2,0,-5.32705,-2.68409,0.805215,-0.753945,-6.64995,-2.68313
-85.7997,0.960963,0.147886,0,0,-5.37555,-2.68644,-0.228385,-0.209781,-7.52357,-3.05157
-87.4304,0.844381,0.219277,1,0,-4.62859,-2.51023,0.552764,0.513543,14.3671,5.52737
-85.0818,1,0.248343,0,0,-4.98979,-2.30025,-1.95852,0.402064,4.0593,3.5714
-85.8916,0.551436,0.398753,1,0,-5.45249,-2.45385,0.318183,-0.186996,-7.41583,-0.994153
-85.9668,0.931565,0.233045,0,0,-5.43737,-2.57097,0.976757,-0.241767,-7.82551,-2.23821
-85.1666,0.796256,0.319524,1,0,-4.69696,-2.89847,0.389078,1.07963,6.46028,2.28869
-84.7709,1,0.323466,0,0,-4.73871,-3.0285,-0.654891,-0.509251,3.25108,0.663279
-86.1425,0.178131,0.512531,0,0,-4.41247,-3.96762,1.73072,-0.678751,-4.26973,-4.50145
-86.2456,0.993101,0.133826,2,0,-3.87653,-4.45244,-0.374382,-1.09653,-1.30968,-1.97054
-86.2564,0.988245,0.2088,1,0,-3.92461,-4.42303,0.0377365,-0.396501,-1.84397,-2.44854
-86.6018,0.0857302,0.320699,1,0,-3.87552,-4.12894,-0.868277,0.2367,6.36951,4.24265
-87.3346,0.942997,0.070409,1,0,-3.72891,-4.20271,-0.390602,-1.14556,9.1545,6.72462
-87.0732,1,0.0982747,0,0,-3.75488,-4.20862,0.662988,0.348139,8.11494,5.85994
-87.3737,0.994591,0.154251,1,0,-3.90256,-4.69009,-0.0113254,0.547174,-6.45422,-6.55014
-87.9066,0.940695,0.238147,0,0,-3.54887,-4.363,-0.2211,-0.378163,10.6157,8.35907
-86.9623,0.355667,0.326699,2,1,-4.17445,-4.35599,-0.935481,1.00937,-5.99559,-6.04785
-86.0187,1,0.13137,1,0,-4.01822,-4.23495,-0.936483,-0.875275,-0.181627,-1.1053
-87.9589,0.822469,0.203804,2,0,-2.17047,-5.86532,-1.2211,0.94682,7.28725,7.48524
-88.2163,0.92171,0.217925,3,0,-0.885486,-7.46047,-1.70682,0.0462011,-4.05773,-6.14974
-88.2163,0.29053,0.285621,0,0,-0.885486,-7.46047,-0.238428,1.3337,-4.05773,-6.14974
-88.8053,0.979657,0.102466,4,0,0.773466,-7.85299,-1.0248,-0.858871,2.59904,6.0012
-88.0201,0.912033,0.151264,2,0,-0.0951284,-7.85009,-2.32361,-0.79418,-1.57465,-3.93012
-88.0201,0.759095,0.193906,1,0,-0.0951284,-7.85009,-0.312162,2.29443,-1.57465,-3.93012
-90.2983,0.919704,0.182112,3,0,3.12368,-8.3277,2.022,0.79967,1.03573,1.8215
-91.1178,0.716654,0.236224,0,0,3.1713,-8.15602,0.0535653,-0.128945,1.2535,7.24509
-90.6833,1,0.203716,1,0,2.65985,-8.63677,1.07246,-0.0194865,0.521641,-6.31758
-91.4404,0.923101,0.308963,1,0,3.88179,-8.60827,0.841041,-0.90587,0.885047,-4.69649
-91.0103,1,0.400816,1,0,3.83439,-8.49422,-0.625804,0.220799,0.935914,-2.04148
-91.0103,0.0838429,0.603411,0,0,3.83439,-8.49422,-0.130651,0.149343,0.935914,-2.04148
-91.0998,0.981735,0.150323,1,0,3.74114,-8.55622,-0.444568,0.35163,0.893977,-3.58246
-91.0713,1,0.218522,0,0,3.78807,-8.53488,0.115267,0.431411,0.910447,-3.05464
-89.8973,0.368195,0.327954,3,0,1.51303,-8.53974,2.15711,-0.580104,-0.447437,-7.01946
-89.295,0.998545,0.14466,2,0,1.80936,-8.14726,0.534887,1.09846,1.41893,3.93761
-89.6479,0.998482,0.216068,2,0,2.4606,-8.30461,0.436731,0.604662,1.03101,1.3686
-89.6479,0.115191,0.321487,1,0,2.4606,-8.30461,-2.04369,-0.894914,1.03101,1.3686
-88.0132,0.99774,0.0885221,4,0,0.463771,-7.94926,2.13231,-0.97487,0.597394,-0.0728731
-88.4371,0.957633,0.131564,1,0,0.477508,-7.78052,0.243137,-0.0884465,2.55116,4.98903
-88.3575,0.860368,0.180617,0,0,0.351613,-8.08249,0.585041,1.27148,-1.24002,-4.43346
-89.8316,0.782227,0.205921,2,0,1.10974,-7.84667,1.15146,-1.3559,3.12441,9.48745
-87.8087,1,0.202566,2,0,-0.0868082,-7.7855,0.759424,-2.06791,-0.709844,-2.30132
-87.3821,0.720159,0.299092,2,0,-2.43081,-6.07378,1.56277,-1.30555,-3.94307,-4.44439
-86.7262,0.323392,0.261781,2,0,-3.05409,-5.29249,-0.455893,1.46529,-0.344415,-0.778089
-86.2173,0.996611,0.11015,3,0,-3.82917,-4.45871,0.918204,-1.19913,-0.277866,-1.06112
-86.7347,0.984323,0.161211,3,0,-3.00671,-5.30336,-0.771212,0.182926,0.553624,0.107229
-86.3636,0.839807,0.22994,3,0,-3.63286,-4.61521,-1.01964,1.97202,1.18457,0.340573
-86.1619,0.34853,0.251157,2,0,-4.28905,-4.08676,0.249323,2.0158,-3.67353,-4.04281
-85.8728,0.96431,0.0561024,0,0,-4.10783,-4.06811,0.496621,0.187208,1.08012,-0.177816
-85.8728,2.35721e-79,0.756353,0,1,-4.10783,-4.06811,-0.0398082,-0.229228,1.08012,-0.177816
-85.8728,0.00170358,0.12539,0,0,-4.10783,-4.06811,-1.00125,0.681449,1.08012,-0.177816
-85.6683,0.998927,0.0122881,4,0,-4.25238,-3.85229,-0.132157,-0.750103,1.78358,0.185578
-85.3154,0.999999,0.0164614,4,0,-4.53338,-3.60597,-0.0467594,0.69897,-0.796607,-1.85446
-84.8933,0.999807,0.0256311,4,0,-4.77297,-3.26919,-0.16446,0.68693,-1.23084,-2.02533
-86.2831,0.999807,0.0434812,4,0,-3.78929,-4.52725,0.0635241,-0.542927,-0.793344,-1.48292
-85.5161,0.999486,0.0776211,3,0,-4.37424,-3.77513,0.119359,-0.898381,0.10805,-1.14202
-85.5161,0.073281,0.142547,0,0,-4.37424,-3.77513,-0.28488,-0.758131,0.10805,-1.14202
-85.2877,0.998404,0.0142697,5,0,-4.52385,-3.33382,0.184022,-0.848867,4.39876,1.45162
-85.0873,0.991069,0.0265879,2,0,-4.57582,-3.3932,0.476111,0.36747,1.84005,-0.128213
-84.5419,0.998105,0.0487859,2,0,-5.03005,-2.86952,-0.267867,1.62398,-2.21459,-1.72897
-84.888,0.800917,0.0917128,1,0,-4.83843,-2.63827,-0.433561,-0.654046,5.47873,2.21201
-84.3801,1,0.0927162,0,0,-4.99695,-2.64953,-0.31924,-0.0869684,0.870318,0.440522
-84.6134,0.767283,0.174694,0,0,-5.17687,-2.64382,-0.125177,-0.116843,-3.35658,-1.13253
-86.5113,0.404627,0.159019,1,0,-5.1423,-1.94303,-0.112037,0.341338,1.64092,7.41304
-85.3948,0.997514,0.0475236,1,0,-5.11367,-2.1372,-0.0383343,-1.37881,1.58627,4.68819
-85.6352,0.973804,0.0884761,1,0,-5.33387,-2.13959,0.063406,-0.361785,-3.65741,3.66178
-84.9529,0.998378,0.151983,2,0,-4.88293,-3.20218,0.200756,-1.30123,-2.86116,-2.91167
-84.6871,0.331143,0.27883,0,1,-5.21443,-2.58559,-0.322093,-1.33454,-3.70142,-0.877575
-84.6818,0.997466,0.069303,2,0,-5.22102,-2.5439,-0.106849,-0.347662,-3.5315,-0.518074
-84.5674,0.97442,0.126441,2,0,-5.07844,-2.81547,-0.0568607,1.57511,-2.75194,-1.76538
-84.5674,0.00173388,0.213511,0,0,-5.07844,-2.81547,0.606725,1.12238,-2.75194,-1.76538
-84.4607,0.996786,0.0211512,4,0,-5.04285,-2.50158,0.339262,0.826074,1.02331,1.27748
-84.487,0.99539,0.0383506,1,0,-5.14805,-2.51701,-0.183204,-0.130616,-1.69926,0.290412
-84.9765,0.952517,0.0685758,1,0,-5.30115,-2.44686,-0.130233,-0.294704,-4.5482,-0.0437742
-85.1287,0.979545,0.107545,1,0,-4.9184,-2.38624,-0.139108,-0.156734,5.52823,3.33363
-85.1287,5.05122e-05,0.18059,0,0,-4.9184,-2.38624,-0.804691,-1.04499,5.52823,3.33363
-84.6973,0.999944,0.0196474,2,0,-4.99447,-2.42463,-0.326533,-0.437213,2.97325,2.36518
-84.6589,1,0.0351017,1,0,-5.01337,-2.41889,-0.13158,0.0497889,2.49294,2.26449
-85.8904,0.984877,0.0621199,3,0,-4.45401,-3.86877,0.298586,-0.644781,-3.49105,-3.86678
-87.6769,0.592826,0.10452,0,0,-4.77408,-3.82651,-0.0286641,0.643942,-9.01049,-8.08036
-85.5446,1,0.0606466,1,0,-4.34162,-3.79296,0.761359,0.362115,0.605623,-0.75776
-87.6943,0.652221,0.105371,1,0,-3.83157,-4.01093,0.10862,-0.331571,11.1071,7.83416
-86.4019,1,0.0721854,1,0,-4.14079,-4.2802,0.419393,1.00648,-3.95671,-4.28921
-86.2498,1,0.12414,0,0,-4.11531,-4.26436,-0.225658,-0.290874,-3.09619,-3.55939
-85.9129,0.333333,0.211665,1,0,-4.0947,-4.02128,-0.245418,0.534273,2.469,0.899931
-86.6616,0.916689,0.0637304,1,0,-4.3274,-4.15284,-0.0227019,-0.273809,-5.62062,-5.65989
-87.053,0.938959,0.0874533,1,0,-3.91333,-3.98517,-0.108185,0.22437,8.96683,6.04499
-85.882,1,0.126398,0,0,-4.26969,-4.02011,0.333297,-0.0188109,-2.00355,-2.69465
-85.882,9.33158e-20,0.212003,0,0,-4.26969,-4.02011,-0.0785593,-1.80561,-2.00355,-2.69465
-85.5985,0.999325,0.0286458,3,0,-4.31199,-3.84056,-0.0669768,-0.755907,0.43618,-0.855801
-85.4606,0.909829,0.0481194,2,0,-4.3836,-3.64368,0.734523,-0.192618,2.43538,0.464979
-85.4639,0.995379,0.0642821,0,0,-4.38597,-3.62673,0.0930593,-0.123912,2.70822,0.642395
-85.0187,0.999932,0.105511,3,0,-5.23836,-2.24975,0.21693,-1.09769,-2.06824,2.61632
-85.0187,0.0856143,0.17388,0,0,-5.23836,-2.24975,0.228893,0.266053,-2.06824,2.61632
-85.2191,0.998182,0.0310668,2,0,-5.13299,-2.17153,0.186268,0.28616,0.90394,4.14856
-84.8889,0.998379,0.0510546,1,0,-5.08753,-2.27748,-0.00617151,-0.746456,1.4899,3.15551
-86.8995,0.607274,0.0833649,0,0,-5.5835,-2.30919,0.600487,0.218781,-8.87735,0.247199
-86.3042,1,0.053453,0,0,-5.51222,-2.31486,-0.424821,0.0705883,-7.75593,0.46663
-86.3042,2.47594e-71,1.39202,0,1,-5.51222,-2.31486,0.576025,-0.783175,-7.75593,0.46663
-86.3042,0,3.25045,-1,1,-5.51222,-2.31486,0.204445,-0.241785,-7.75593,0.46663
-84.7661,0.990188,0.320492,3,0,-4.75617,-3.19047,0.722777,-2.3373,0.354219,-1.02202
-85.8477,0.857882,0.325179,1,0,-4.48859,-3.19685,2.63632,-0.603339,8.12339,3.48714
-84.9715,1,0.292492,1,0,-4.6398,-3.21457,2.94346,0.198738,3.12692,0.59208
-85.6384,0.561265,0.448856,1,0,-4.70635,-3.56886,1.73423,0.819572,-4.17234,-4.21227
-85.2781,0.992739,0.196973,1,0,-4.48888,-3.46359,2.49676,0.651208,2.97674,0.664971
-85.8103,0.870412,0.334411,1,0,-4.21595,-3.80742,2.31905,0.762603,3.77785,1.6529
-85.8103,0.0967105,0.402486,1,0,-4.21595,-3.80742,-4.2755,-1.07682,3.77785,1.6529
-84.8783,0.99894,0.0429316,5,0,-4.74727,-2.9003,-2.01503,2.08412,4.8755,1.53794
-85.0586,0.997048,0.0798929,3,0,-4.94928,-2.35931,-3.51622,1.36067,4.81252,3.3169
-84.5713,0.999882,0.149748,2,0,-5.1859,-2.54439,-1.8584,-0.928106,-2.76922,-0.261828
-84.9491,0.881569,0.284877,0,0,-5.0406,-2.2891,-2.06974,-1.18412,2.68935,3.3347
-84.9327,1,0.374274,0,0,-5.0892,-2.26314,0.911743,0.489947,1.53468,3.30433
-86.1193,0.537114,0.712267,0,0,-5.35866,-2.04855,0.45186,1.20887,-3.83949,4.96071
-86.5593,0.933352,0.321396,0,0,-5.39757,-1.9963,-0.136476,0.615319,-4.47224,5.70227
-85.4901,1,0.497251,2,0,-4.36286,-3.72444,-2.24845,1.14538,1.39625,-0.217875
-85.4901,0.0124603,0.938782,0,0,-4.36286,-3.72444,1.40804,0.135617,1.39625,-0.217875
-84.8076,0.999726,0.0881375,4,0,-5.21449,-2.32284,-1.88411,1.23008,-1.92633,1.87294
-85.1226,0.996512,0.167323,3,0,-5.21974,-2.20367,-0.334177,0.370161,-1.40179,3.29603
-88.4256,0.727894,0.311737,2,0,-4.11841,-3.48182,1.3473,-1.92998,15.1615,8.86087
-86.0021,1,0.260014,1,0,-4.16733,-3.81749,-1.55462,-2.72742,4.99859,2.5944
-86.0021,0.323089,0.483322,0,0,-4.16733,-3.81749,2.22977,0.988318,4.99859,2.5944
-86.1184,0.989065,0.124351,3,0,-4.56885,-3.81025,2.10087,-1.16023,-4.98597,-4.98688
-86.0078,0.965917,0.223234,1,0,-4.67876,-3.6767,0.190505,1.85674,-5.20075,-5.0439
-85.8236,1,0.371505,0,0,-4.60764,-3.70877,-1.70232,-0.6467,-4.20811,-4.34208
-85.8236,3.74673e-05,0.675199,0,0,-4.60764,-3.70877,2.14205,0.0219725,-4.20811,-4.34208
-87.9418,0.99184,0.0732463,3,0,-4.21574,-3.36769,-0.281368,0.426203,14.2623,7.76699
-87.5899,1,0.130638,0,0,-4.24065,-3.3689,-1.78345,-0.48314,13.2632,7.13548
-87.3779,0.994134,0.236028,2,0,-4.24402,-3.39315,-1.54884,-0.988923,12.5431,6.76751
-87.3779,0.20825,0.415539,1,0,-4.24402,-3.39315,3.36351,1.63066,12.5431,6.76751
-85.416,0.999107,0.0857479,3,0,-4.50894,-3.30247,5.0871,0.62315,5.44066,2.05957
-85.881,0.974341,0.152847,2,0,-4.53094,-3.0872,-1.36259,2.32934,8.77105,3.64055
-85.8137,1,0.252612,1,0,-4.53837,-3.08809,-1.21531,-0.448153,8.50253,3.49659
-86.1063,0.807828,0.443251,0,0,-4.56291,-2.95114,2.50565,0.334438,10.1047,4.09003
-84.6405,1,0.465035,0,0,-4.80568,-2.90526,3.23044,-0.0227181,3.09627,0.687901
-85.1602,0.474837,0.804786,0,0,-4.64355,-3.47275,1.47087,-0.439301,-1.24772,-2.15269
-86.0188,0.996665,0.354635,2,0,-5.35998,-2.07064,-1.84903,0.312208,-3.94342,4.60565
-86.0188,0.077828,0.604526,0,0,-5.35998,-2.07064,-2.63285,2.46431,-3.94342,4.60565
-85.1855,1,0.0982476,3,0,-5.32455,-2.56432,2.5927,-1.36758,-5.76517,-1.45001
-85.3014,0.995993,0.169133,2,0,-4.69575,-2.84739,1.10262,-1.22047,7.25956,2.66207
-84.8127,1,0.285886,1,0,-4.82471,-2.71064,-2.89014,0.618836,5.04339,1.86599
-87.3907,0.220832,0.484268,0,0,-4.54645,-2.73082,-0.732248,-1.44663,14.4361,5.65588
-86.9813,1,0.118375,1,0,-4.56267,-2.76482,1.44329,0.840794,13.2531,5.22103
-87.3139,0.987737,0.200215,1,0,-4.56168,-2.70553,-1.40145,-0.0059959,14.2365,5.53674
-86.504,1,0.326168,0,0,-4.63737,-2.67045,3.05102,0.548562,11.8659,4.58459
-84.5596,1,0.543569,0,0,-4.92744,-2.60789,3.43033,0.18672,3.17933,1.47107
-84.5596,5.67926e-08,0.899379,0,0,-4.92744,-2.60789,-1.16701,2.77541,3.17933,1.47107
-84.8685,0.995513,0.135533,2,0,-5.14027,-2.26985,-2.28681,-0.104293,0.172732,2.92018
-84.9874,0.995327,0.222398,1,0,-5.19785,-2.23824,0.479393,0.588753,-1.06163,2.97309
-84.6484,0.932362,0.362311,2,0,-4.7963,-3.07669,3.30069,-0.616828,0.96882,-0.583297
-85.5039,0.568577,0.505994,0,0,-4.98417,-3.23673,-0.410843,0.555639,-5.43316,-4.5108
-84.6636,0.999358,0.301824,2,0,-4.97727,-2.99294,0.470548,1.82716,-2.38991,-2.19784
-84.8684,0.730569,0.490448,1,0,-4.74177,-3.27024,1.3742,1.18559,-0.480803,-1.57067
-85.8045,0.815074,0.427191,0,0,-4.685,-3.62802,-1.62273,0.574422,-4.60509,-4.57036
-86.3459,0.707688,0.451968,2,0,-3.67019,-4.55029,-2.80284,-0.158701,1.74567,0.796174
-85.0497,0.627922,0.374526,2,0,-4.997,-2.30125,-3.12056,3.19397,3.8425,3.51013
-85.5879,0.992923,0.259863,2,0,-5.38641,-2.56972,-0.889611,0.283984,-6.9379,-1.91
-84.5707,1,0.410172,1,0,-5.08593,-2.40662,-2.86212,-0.292695,0.652333,1.82603
-84.4497,0.966742,0.654011,1,0,-5.00511,-2.5509,1.05147,-0.249599,1.59003,1.18006
-84.4497,0.00943707,0.963328,0,0,-5.00511,-2.5509,-0.714165,-0.472172,1.59003,1.18006
-84.552,0.984929,0.171891,1,0,-5.08442,-2.79701,-0.821576,-1.15966,-2.70284,-1.66478
-85.0299,0.932846,0.264278,1,0,-4.9167,-3.19242,3.51196,-2.33969,-3.48236,-3.25738
-84.6591,1,0.360967,1,0,-4.8653,-2.6924,-1.7694,0.265627,4.05026,1.51582
-85.4625,0.9054,0.567984,1,0,-4.51325,-3.26999,1.42966,-0.157906,5.92257,2.30807
-84.515,0.391479,0.725446,1,0,-5.16246,-2.56007,3.44599,-1.89583,-2.36422,-0.231637
-84.4322,0.991174,0.307951,1,0,-5.0852,-2.51099,-1.22728,-0.165263,-0.135737,0.842829
-84.4322,0.511558,0.472243,2,0,-5.0852,-2.51099,3.46504,-3.63065,-0.135737,0.842829
-85.6746,0.906714,0.261426,1,0,-5.02161,-2.13386,-0.380368,0.158633,4.17402,5.21215
-85.6283,0.993924,0.33433,1,0,-5.36042,-2.66546,0.193783,-1.58038,-7.11431,-2.73372
-84.6606,1,0.511718,0,0,-5.21809,-2.51097,-2.16421,-0.601888,-3.23075,-0.167747
-84.6606,0.133666,0.789532,0,0,-5.21809,-2.51097,-1.47783,0.459785,-3.23075,-0.167747
-84.728,0.988454,0.201847,1,0,-5.09994,-2.32917,-1.45301,-0.450647,0.83102,2.51742
-84.9495,0.946119,0.304162,1,0,-5.1306,-2.89493,2.00107,0.00213047,-4.65333,-2.98072
-84.7938,1,0.418454,1,0,-4.82069,-2.7321,-1.2254,-0.378729,4.90231,1.76416
-85.3323,0.547657,0.640351,0,0,-4.7937,-3.40498,-1.37703,0.76013,-3.66779,-3.7022
-86.278,0.93729,0.389943,1,0,-4.08716,-3.87298,2.1208,-2.26782,6.16251,3.58806
-86.3955,0.681548,0.523672,2,0,-5.44527,-2.07839,-0.7982,0.358378,-5.66124,4.19251
-86.3955,0.523035,0.419638,0,0,-5.44527,-2.07839,-3.23823,1.84647,-5.66124,4.19251
-86.7861,0.957471,0.24553,1,0,-5.46525,-2.01908,-1.28296,1.18305,-5.8538,5.11443
-85.9989,1,0.342435,0,0,-5.38295,-2.0975,1.92784,-1.12689,-4.50921,4.10543
-88.2658,0.449961,0.51779,1,0,-4.55083,-4.13967,2.37607,-2.89067,-9.46443,-8.83771
-85.9372,0.962412,0.264076,0,0,-4.4093,-3.92113,-3.02667,-2.03489,-3.40248,-3.80765
-85.2993,0.989376,0.369899,1,0,-4.51518,-3.35201,1.06158,-1.70601,4.31651,1.42012
-85.2993,0.0106899,0.54433,0,0,-4.51518,-3.35201,3.46537,1.32406,4.31651,1.42012
-85.3015,0.999875,0.119418,0,0,-4.51511,-3.35073,0.256619,0.0657374,4.34265,1.43518
-84.842,0.989293,0.1796,2,0,-4.92301,-3.12259,1.04883,-1.72887,-2.73649,-2.69048
-85.5828,0.908888,0.263661,1,0,-5.12278,-3.07501,0.117942,-1.43717,-6.31344,-4.53619
-86.484,0.91802,0.330664,1,0,-5.5266,-2.45164,-0.212979,-2.97396,-8.62563,-1.34945
-85.1224,0.834998,0.421084,2,0,-5.09198,-2.20922,5.20994,-1.11071,1.78038,3.90912
-84.7575,1,0.457061,1,0,-5.20382,-2.67449,-0.48962,1.10831,-4.17975,-1.63942
-84.4298,1,0.677019,0,0,-5.05622,-2.75058,1.58905,0.126368,-1.59719,-0.987999
-84.4298,0.0464839,0.999325,0,0,-5.05622,-2.75058,1.81276,-0.926611,-1.59719,-0.987999
-84.4425,0.998514,0.246538,0,0,-5.05308,-2.76773,0.270084,0.00712781,-1.69397,-1.10252
-85.1184,0.91599,0.36322,1,0,-5.30474,-2.59389,-2.31694,1.18003,-5.58869,-1.61855
-86.1441,0.82498,0.457562,0,0,-5.47627,-2.50419,-0.047639,-0.754433,-8.08799,-1.71112
-86.9535,0.901088,0.486167,0,0,-5.48329,-2.00768,1.42686,0.612306,-6.1554,5.25954
-84.3994,0.709685,0.593913,2,0,-4.95103,-2.79325,-3.92926,1.6151,0.544524,-0.231759
-85.0725,0.837005,0.509946,0,0,-4.58277,-3.36266,-2.91541,2.08751,2.18592,0.0791545
