# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=1
# stan_version_patch=0
# init=random
# seed=385583929
# chain_id=1
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=./diagnostic_file.dat_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,alpha,beta,p_alpha,p_beta,g_alpha,g_beta
-87.2375,0.973186,0.171918,1,0,-4.30627,-3.29593,-1.30856,0.194182,12.5024,6.38161
-86.1621,1,0.25031,1,0,-4.44106,-3.22238,-0.334073,-1.08715,9.23182,4.19129
-86.1621,0.00299668,0.383402,0,0,-4.44106,-3.22238,1.25059,-1.04303,9.23182,4.19129
-84.461,1,0.077459,3,0,-5.07921,-2.48244,-0.744444,-1.82225,0.244436,1.15447
-84.5921,0.958465,0.118814,1,0,-4.82089,-3.01643,0.939551,-2.23714,1.16212,-0.413244
-84.7539,0.952241,0.166941,1,0,-5.06358,-2.92346,0.224815,-0.680728,-3.53519,-2.55217
-85.0136,0.912112,0.230867,0,0,-5.1026,-2.95744,0.374487,0.229051,-4.7081,-3.25921
-85.0136,0.0473724,0.293841,0,0,-5.1026,-2.95744,1.0272,1.68418,-4.7081,-3.25921
-85.3575,0.99228,0.0674476,1,0,-5.13172,-3.00972,0.169384,-0.121843,-5.81779,-4.02827
-85.512,0.990309,0.100864,0,0,-5.14374,-3.02936,0.195762,0.0236586,-6.24407,-4.32878
-85.7889,0.998538,0.149667,2,0,-4.99459,-3.2835,-0.183799,0.276087,-6.19071,-5.08605
-85.2712,1,0.224821,0,0,-5.04484,-3.10668,0.354301,1.23522,-5.13997,-3.9918
-84.8659,1,0.337362,2,0,-4.73687,-2.94259,0.141024,0.255139,4.57583,1.37096
-84.8659,0.0164983,0.50431,0,0,-4.73687,-2.94259,-0.559742,0.570343,4.57583,1.37096
-84.6383,0.921358,0.1133,0,0,-4.90436,-3.0488,1.40081,0.835817,-1.36775,-1.79449
-84.3656,0.997489,0.145865,1,0,-5.01735,-2.69676,0.304359,-1.30677,-0.119067,-0.150346
-84.7823,0.910914,0.216601,1,0,-4.72082,-3.14278,-0.0741103,-1.19798,2.01639,-0.0482144
-84.7823,0.0107909,0.271937,0,0,-4.72082,-3.14278,2.47362,-0.859271,2.01639,-0.0482144
-84.4505,0.999632,0.0622203,3,0,-5.06379,-2.75788,-0.395172,1.09722,-1.84637,-1.12491
-85.1061,0.984542,0.0926076,2,0,-5.04268,-2.24349,-0.718429,0.434531,2.92696,3.81212
-84.5124,0.858303,0.133522,2,0,-4.96565,-2.92174,2.52867,0.298816,-1.28742,-1.45263
-85.1339,0.920634,0.151646,2,0,-4.93758,-2.35435,-0.568535,1.49169,5.20496,3.45488
-85.2067,1,0.193136,0,0,-4.96106,-2.30127,0.595017,0.089153,4.90298,3.76916
-84.8209,1,0.284246,0,0,-5.1213,-2.28879,-0.640464,-0.356848,0.539769,2.81988
-85.6947,0.554906,0.416953,0,0,-5.40209,-2.22549,-0.450679,0.298368,-5.39205,2.15935
-85.0416,1,0.269587,1,0,-4.94929,-2.36446,0.0395411,1.37562,4.77121,3.27042
-86.1282,0.328991,0.394238,0,0,-5.44163,-2.62134,-0.368501,0.0978375,-8.20498,-2.80921
-86.1282,4.96341e-11,2.71465,0,0,-5.44163,-2.62134,-8.0152,-9.41346,-8.20498,-2.80921
-86.1282,0,6.33888,-1,1,-5.44163,-2.62134,2.39246,6.87745,-8.20498,-2.80921
-87.8297,0.96727,0.625009,1,0,-5.68042,-2.29218,-1.51994,-3.50823,-10.232,0.122271
-87.2796,1,0.596583,1,0,-5.6244,-2.341,5.31426,-0.7496,-9.61878,-0.354759
-88.1742,0.963348,0.801848,1,0,-5.70166,-2.42817,1.91597,-0.399014,-11.037,-1.83912
-85.8311,0.992257,1.11959,1,0,-5.35334,-2.10795,-12.6623,1.74438,-3.94148,4.05484
-85.8311,0.080676,1.85079,0,0,-5.35334,-2.10795,-2.44328,-1.86756,-3.94148,4.05484
-84.6099,0.999894,0.188636,3,0,-4.81833,-3.04579,-5.6111,4.08551,0.824694,-0.626289
-85.0652,0.994321,0.336991,2,0,-4.76318,-3.34934,2.30429,-0.727085,-2.17746,-2.68539
-84.7846,0.927879,0.6094,1,0,-4.76712,-3.20692,-3.10474,-4.0831,-0.169223,-1.33934
-86.4208,0.882951,0.908317,2,0,-5.21825,-1.94875,-0.31212,1.59145,-0.321821,7.06427
-84.8615,1,1.18496,0,0,-5.20373,-2.28852,-1.1948,4.38077,-1.47813,2.33477
-84.8615,0.00863635,2.2456,0,0,-5.20373,-2.28852,-7.74534,1.0348,-1.47813,2.33477
-85.7783,0.992199,0.189922,3,0,-5.35655,-2.72453,0.0565209,2.99615,-7.46613,-3.29897
-84.8286,0.999384,0.355364,2,0,-5.17297,-2.7771,7.68396,1.12841,-4.41915,-2.31876
-84.4157,0.941928,0.677393,0,0,-4.9545,-2.68395,7.84179,1.23547,1.64162,0.596698
-85.3518,0.938566,1.07548,2,0,-5.36934,-2.47741,1.73648,-2.42838,-6.0601,-0.795999
-85.3518,0.0942752,1.6818,0,0,-5.36934,-2.47741,-4.21474,3.57076,-6.0601,-0.795999
-85.1963,0.999945,0.202457,3,0,-5.32609,-2.56567,-3.97912,2.0075,-5.80348,-1.47438
-85.1572,0.98734,0.384099,2,0,-5.29638,-2.64111,5.97106,1.62049,-5.76589,-2.03289
-85.2177,1,0.695371,1,0,-5.33315,-2.30331,3.00453,2.38696,-4.3904,1.45826
-85.1173,0.993963,1.29515,0,0,-5.25248,-2.22491,3.08698,-1.21876,-2.26242,2.85927
-85.1173,0.0675634,2.34656,0,0,-5.25248,-2.22491,-5.62163,1.44798,-2.26242,2.85927
-85.0095,0.999157,0.28505,3,0,-4.71716,-2.91561,-2.14021,2.43701,5.57206,1.8633
-84.7897,1,0.526094,1,0,-4.72463,-3.07141,2.4387,2.17186,3.00486,0.517297
-87.0053,0.481225,0.963513,0,0,-4.59362,-2.68083,2.90026,-1.74725,13.3695,5.16953
-84.8476,0.998906,0.401827,1,0,-4.69309,-3.1461,5.66477,6.86154,2.73394,0.355473
-84.5768,0.986401,0.728125,1,0,-4.8292,-2.90177,-4.97946,1.12642,2.48229,0.400544
-84.7826,0.672045,1.26165,2,0,-5.20925,-2.33106,-0.821035,-3.3409,-1.85422,1.8098
-84.7095,1,0.909204,0,0,-5.219,-2.39816,0.852582,-1.22789,-2.48978,1.00384
-84.7095,0.0322109,1.61743,0,0,-5.219,-2.39816,9.01133,2.16029,-2.48978,1.00384
-84.8895,0.996701,0.205736,3,0,-4.815,-2.69766,-3.26585,3.54113,5.49768,2.07471
-84.5867,0.99263,0.36374,2,0,-5.19308,-2.51593,8.87382,-1.45825,-2.7169,-0.03663
-84.6629,0.958484,0.630245,3,0,-4.8461,-3.09906,-6.43069,0.303288,-0.611861,-1.47166
-84.3712,0.945052,0.988688,1,0,-5.01651,-2.72035,-0.436697,3.56056,-0.334833,-0.337168
-84.3712,0.24414,1.48638,0,0,-5.01651,-2.72035,1.74769,3.76433,-0.334833,-0.337168
-84.4502,0.999368,0.356692,2,0,-4.91056,-2.87477,-1.72927,0.803869,0.640961,-0.413301
-84.5399,0.985487,0.618073,2,0,-4.94562,-2.95723,-1.01934,-1.17912,-1.2257,-1.51619
-84.7919,0.914694,1.02466,0,0,-5.2152,-2.66589,-4.62424,3.81805,-4.34565,-1.65087
-85.9308,0.431665,1.40723,0,0,-5.21706,-3.01151,-5.17677,-0.859649,-7.40636,-4.87074
-85.4706,0.991441,0.566683,1,0,-5.33996,-2.6593,1.47375,5.35568,-6.70578,-2.52783
-84.8647,0.815635,0.94318,1,0,-5.19451,-2.75035,9.30543,3.64977,-4.62561,-2.26379
-84.8491,1,1.00515,1,0,-5.06902,-2.30032,1.98356,0.857898,1.83775,3.02765
-84.8491,0.00619922,1.6887,0,0,-5.06902,-2.30032,14.567,-4.70998,1.83775,3.02765
-85.6752,0.992026,0.245048,2,0,-5.10071,-2.08655,1.96903,-1.23977,2.18028,5.42674
-85.4529,0.998547,0.404737,1,0,-5.17325,-2.11386,2.66285,2.46535,0.157129,4.71661
-86.2395,0.969833,0.674269,2,0,-5.17787,-1.9758,-0.380009,-0.137444,0.598509,6.75682
-85.2374,1,1.0408,0,0,-5.24886,-2.18413,-0.74437,-3.86793,-1.98277,3.41164
-85.2374,0.452967,1.71619,0,0,-5.24886,-2.18413,-0.439483,-3.71553,-1.98277,3.41164
-85.8135,0.897623,0.767443,0,0,-5.24983,-2.05165,0.52059,-0.230307,-1.44192,5.30316
-85.4876,1,0.494649,1,0,-5.25285,-2.12086,-0.340103,2.30412,-1.79098,4.26793
-85.4876,0,7.11579,0,0,-5.25285,-2.12086,-0.153546,-4.1364,-1.79098,4.26793
-84.5151,1,1.20258,1,0,-5.02443,-2.86048,3.32954,-3.22462,-1.98815,-1.59188
-84.5048,0.999608,1.7037,0,0,-5.11817,-2.70057,-1.24772,-1.80891,-2.55034,-1.14024
-84.5048,1.18985e-54,2.79024,0,0,-5.11817,-2.70057,-1.92966,4.28016,-2.55034,-1.14024
-85.411,0.989212,0.250596,3,0,-4.64478,-2.9451,-0.841342,3.05267,7.41856,2.76403
-84.604,0.836978,0.412696,1,0,-4.92654,-3.01195,11.1797,1.08386,-1.43509,-1.75228
-84.5621,0.996899,0.444351,1,0,-4.97497,-2.94389,-0.0412436,1.54017,-1.76529,-1.74851
-85.3302,0.753134,0.80605,1,0,-4.54564,-3.24624,1.88799,4.16105,5.36062,1.93904
-84.3895,0.992094,0.689091,1,0,-5.06092,-2.68808,-7.59139,3.25817,-1.10311,-0.501152
-84.5108,0.916735,1.26154,0,0,-4.95456,-2.92996,-2.12176,0.832875,-1.11702,-1.39208
-84.5108,3.73362e-06,1.82689,0,0,-4.95456,-2.92996,-2.23852,-2.65165,-1.11702,-1.39208
-84.5271,0.999901,0.14753,4,0,-5.15426,-2.46066,1.29915,0.828237,-1.42485,0.794179
-84.4188,0.997543,0.280424,1,0,-5.04778,-2.53593,3.16556,-1.44894,0.60371,0.931632
-85.6606,0.954098,0.527427,2,0,-4.30854,-3.89246,-4.91411,1.02035,-0.496143,-1.54586
-85.0041,0.866256,0.862281,1,0,-4.69415,-2.98887,5.07765,-3.4232,5.16911,1.65749
-84.5031,0.916512,1.07014,0,0,-4.8821,-2.78733,4.26573,-1.3528,2.45509,0.612589
-84.5031,1.0245e-06,1.54491,1,1,-4.8821,-2.78733,12.7225,0.181895,2.45509,0.612589
-84.8914,0.998205,0.138018,4,0,-5.2805,-2.42516,-0.686133,-2.41315,-3.98978,0.322804
-84.8204,0.997163,0.257737,2,0,-4.82216,-2.71346,1.35035,-2.99908,5.08649,1.87727
-84.6188,1,0.475352,2,0,-4.8997,-2.63183,3.62674,-1.15685,3.72317,1.57991
-84.6188,0.314479,0.875625,0,0,-4.8997,-2.63183,6.94768,1.09044,3.72317,1.57991
-84.5979,0.999042,0.214062,3,0,-4.81272,-2.9943,0.329763,3.43842,1.68485,-0.117198
-84.5319,0.994538,0.392098,2,0,-5.15946,-2.61263,2.17584,-3.02618,-2.7182,-0.70027
-84.3764,0.998451,0.701879,1,0,-5.02798,-2.71984,3.36387,-1.20573,-0.612803,-0.448239
-84.3764,0.0639846,1.2582,0,0,-5.02798,-2.71984,-6.61996,1.29339,-0.612803,-0.448239
-85.6527,0.996066,0.158243,4,0,-4.60077,-3.67329,-1.59615,-1.08736,-3.49699,-3.80281
-85.4095,0.997883,0.282608,1,0,-4.43252,-3.522,-2.88021,-1.83493,3.46349,1.05365
-84.6065,0.970942,0.502376,2,0,-4.90378,-3.0306,-1.26128,5.10747,-1.1225,-1.62857
-84.6065,0.672727,0.821084,0,0,-4.90378,-3.0306,-4.15502,-3.12242,-1.1225,-1.62857
-85.0891,0.930815,0.588182,1,0,-5.27048,-2.67806,2.12478,-4.2826,-5.54488,-2.2013
-84.6704,0.971562,0.853993,1,0,-5.15588,-2.35431,-2.56961,-2.57893,-0.73528,1.88303
-84.7069,0.971075,1.37533,0,0,-5.22869,-2.43585,1.13767,-0.897952,-2.9485,0.536478
-84.7069,0.503492,2.19498,0,0,-5.22869,-2.43585,-2.12692,1.40621,-2.9485,0.536478
-84.6712,0.967945,1.00685,0,0,-5.21478,-2.56334,-2.01504,0.795959,-3.54132,-0.66351
-85.2336,0.564301,1.58576,0,0,-5.01936,-2.23069,-0.838111,-1.37871,3.66961,4.09979
-85.095,0.97208,0.865144,0,0,-4.92535,-2.38503,-0.477286,-3.0131,5.32568,3.2855
-85.6561,0.435773,1.36904,0,0,-4.6791,-2.77452,-3.05618,-4.85243,8.88157,3.37995
-84.6786,0.966958,0.542521,0,0,-4.78269,-3.10521,3.45852,5.2663,0.91777,-0.637717
-85.0688,0.853792,0.84438,1,0,-4.94482,-3.17323,-1.60229,0.729611,-3.84928,-3.43081
-86.1262,0.663846,0.980413,1,0,-5.4567,-2.57308,3.06633,-0.991147,-8.15902,-2.37683
-86.0956,0.894274,0.704938,1,0,-4.92364,-2.15748,-0.663013,-5.54798,7.04491,5.50795
-85.6083,1,0.904517,0,0,-4.82183,-2.43677,1.79825,4.48032,8.15929,3.81411
-85.9293,0.276447,1.50212,0,0,-5.31718,-2.84466,-0.242884,-0.707422,-7.70372,-4.16814
-85.152,0.998105,0.418608,1,0,-5.27532,-2.69356,2.88619,3.72084,-5.75706,-2.38839
-84.4176,0.989833,0.690686,1,0,-5.09933,-2.63856,-4.79196,-1.48386,-1.56186,-0.423141
-84.597,0.915535,1.10909,1,0,-5.14995,-2.70044,-3.29659,2.93853,-3.25309,-1.42195
-84.5755,1,1.47966,0,0,-5.1238,-2.39947,-0.483928,-0.612042,-0.252529,1.62612
-84.5755,3.73905e-28,2.40578,0,0,-5.1238,-2.39947,-5.94749,-1.95092,-0.252529,1.62612
-84.4011,0.998029,0.362201,1,0,-5.07826,-2.66885,-1.26683,2.2682,-1.33758,-0.498004
-84.4521,0.994407,0.587825,1,0,-5.04597,-2.78665,-1.42846,1.43807,-1.71831,-1.19136
-85.1212,0.823308,0.939827,0,0,-5.0782,-3.02302,1.72542,-0.555646,-4.89836,-3.59352
-84.3719,0.979926,1.00301,0,0,-5.05456,-2.64444,-0.666274,-3.40248,-0.538681,-0.0683857
-84.3719,0.000225101,1.53593,0,0,-5.05456,-2.64444,3.56264,4.38855,-0.538681,-0.0683857
-84.379,0.999165,0.246598,1,0,-5.01887,-2.61717,-1.13542,-0.404795,0.614664,0.496409
-85.0901,0.981281,0.395897,1,0,-5.09482,-2.21633,-2.27613,3.33031,1.66362,3.80872
-84.6758,0.916066,0.606677,1,0,-5.22252,-2.5142,2.52214,4.31101,-3.34971,-0.231855
-84.5697,1,0.798326,1,0,-5.01983,-2.45489,-1.72284,0.829643,2.02453,1.88612
-84.5697,0.0453967,1.26349,1,0,-5.01983,-2.45489,1.79876,-6.62047,2.02453,1.88612
-86.7742,0.958426,0.237413,4,0,-3.30984,-5.12203,0.570202,7.92434,-2.46276,-2.86151
-87.3229,0.978864,0.343277,2,0,-3.11679,-4.96485,-0.665039,0.72279,6.60913,5.73707
-87.3544,0.991262,0.516874,1,0,-3.43002,-5.14497,3.53133,-0.201769,-5.47579,-5.73661
-85.794,0.926233,0.795779,2,0,-4.18291,-3.90312,-2.40637,5.29392,2.6184,0.884467
-85.794,0.229585,1.05826,0,0,-4.18291,-3.90312,-3.64238,-1.60683,2.6184,0.884467
-86.2211,0.990294,0.311022,2,0,-4.14596,-4.22962,-1.52159,1.93694,-3.12588,-3.58765
-86.7082,0.980262,0.475624,3,0,-3.06885,-5.25646,5.69044,0.627868,0.154836,-0.300452
-86.7082,0.393454,0.708475,0,0,-3.06885,-5.25646,-4.4132,-2.04791,0.154836,-0.300452
-86.8606,0.998547,0.30173,4,0,-2.68677,-5.63907,1.19677,-1.50053,0.159919,-0.189475
-86.7375,0.988543,0.466227,4,0,-3.1406,-5.09374,2.15997,-1.39451,2.37213,1.77527
-87.2543,0.751049,0.702032,0,0,-3.07675,-5.02328,-0.61791,-0.975605,6.1154,5.33104
-86.6591,1,0.640388,1,0,-3.19335,-5.07783,3.50436,1.02129,1.386,0.815451
-86.6028,0.78579,0.981466,2,0,-3.74127,-4.32591,-4.1713,2.52191,5.36597,3.72384
-86.4855,0.719117,0.96117,1,0,-3.92288,-4.08534,-0.578841,3.11019,6.00983,3.8669
-85.6072,0.545406,0.820708,2,0,-5.26268,-2.86353,7.80808,-3.67413,-6.9019,-3.89806
-84.4428,0.968294,0.491757,0,0,-5.09976,-2.67907,-6.04454,-3.54005,-1.93524,-0.783847
-84.7548,0.745041,0.701145,1,0,-4.90723,-3.1031,6.62304,4.44709,-2.12815,-2.31336
-85.8054,0.968577,0.633448,2,0,-4.16319,-3.95289,3.99922,-4.688,2.08135,0.517509
-86.4511,0.837769,0.89923,0,0,-4.22224,-4.21478,0.927668,-0.460052,-4.51823,-4.7572
-86.4511,0.091882,0.978297,0,0,-4.22224,-4.21478,3.13283,1.98226,-4.51823,-4.7572
-86.1209,1,0.239709,1,0,-4.15482,-4.19243,3.156,1.31277,-2.61789,-3.16622
-85.9061,0.989169,0.362019,1,0,-4.16139,-4.1021,-1.33187,-2.47882,-0.997367,-1.85198
-86.1018,0.740258,0.532987,1,0,-3.98564,-4.30735,-6.7825,-3.86531,-0.90358,-1.68051
-86.6395,0.992065,0.478927,3,0,-3.20565,-5.09001,-0.635318,1.97457,0.769537,0.228871
-85.4526,0.977574,0.705504,2,0,-4.43968,-3.71982,-5.35684,4.48604,-0.509285,-1.62355
-85.4526,0.575043,1.0066,1,0,-4.43968,-3.71982,7.60053,-1.90639,-0.509285,-1.62355
-85.2998,0.975376,0.655312,1,0,-4.65633,-3.51921,4.8046,-3.67551,-2.29621,-2.88062
-85.9808,0.990663,0.928215,1,0,-4.32356,-4.00824,0.922945,-0.585323,-3.0277,-3.51729
-85.9808,0.0867317,1.34964,0,0,-4.32356,-4.00824,-2.4515,-4.45225,-3.0277,-3.51729
-85.5202,0.967642,0.346526,2,0,-4.39181,-3.55478,-1.03585,-4.77939,3.99425,1.45905
-86.5939,0.9716,0.482703,2,0,-4.07556,-4.38371,2.39893,-2.94515,-4.4625,-4.72934
-86.9742,0.995499,0.675432,4,0,-2.74787,-5.46622,5.62453,-2.70538,3.02014,2.64609
-86.9742,1.24478e-16,0.985787,0,0,-2.74787,-5.46622,-4.82032,-8.63735,3.02014,2.64609
-87.5918,0.979528,0.220507,3,0,-2.6381,-5.92882,-4.73955,-0.524572,-5.07019,-5.5437
-88.1289,0.984295,0.312814,2,0,-2.55047,-5.464,2.83072,0.544688,8.69593,8.46281
-88.2437,0.967457,0.446353,0,0,-2.56902,-5.4317,2.74176,1.33929,9.15631,8.89432
-86.0602,1,0.615398,3,0,-5.47916,-2.41476,-4.50313,6.11015,-7.66694,-0.661417
-86.1236,0.953456,0.898591,2,0,-5.48912,-2.32686,3.1467,0.689175,-7.41856,0.408807
-84.8852,0.993659,1.20049,1,0,-4.86063,-2.58646,2.56929,-4.79267,5.37402,2.33402
